collector_number,name,mana_cost,cmc,type_line,rarity,colors,color_identity,oracle_text,power,toughness,loyalty,keywords,set_name,released_at,scryfall_uri
84,Uthros Psionicist,{2}{U},3.0,Creature — Jellyfish Scientist,uncommon,U,U,The second spell you cast each turn costs {2} less to cast.,2,4,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/84/uthros-psionicist?utm_source=api
85,Uthros Scanship,{3}{U},4.0,Artifact — Spacecraft,uncommon,U,U,"When this Spacecraft enters, draw two cards, then discard a card.
Station (Tap another creature you control: Put charge counters equal to its power on this Spacecraft. Station only as a sorcery. It's an artifact creature at 8+.)
8+ | Flying",4,4,,Station,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/85/uthros-scanship?utm_source=api
86,Weftwalking,{4}{U}{U},6.0,Enchantment,mythic,U,U,"When this enchantment enters, if you cast it, shuffle your hand and graveyard into your library, then draw seven cards.
The first spell each player casts during each of their turns may be cast without paying its mana cost.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/86/weftwalking?utm_source=api
87,"Alpharael, Stonechosen",{3}{B}{B},5.0,Legendary Creature — Human Cleric,mythic,B,B,"Ward—Discard a card at random.
Void — Whenever Alpharael attacks, if a nonland permanent left the battlefield this turn or a spell was warped this turn, defending player loses half their life, rounded up.",3,3,,"Ward, Void",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/87/alpharael-stonechosen?utm_source=api
88,Archenemy's Charm,{B}{B}{B},3.0,Instant,rare,B,B,"Choose one —
• Exile target creature or planeswalker.
• Return one or two target creature and/or planeswalker cards from your graveyard to your hand.
• Put two +1/+1 counters on target creature you control. It gains lifelink until end of turn.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/88/archenemys-charm?utm_source=api
89,Beamsaw Prospector,{1}{B},2.0,Creature — Human Artificer,common,B,B,"When this creature dies, create a Lander token. (It's an artifact with ""{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle."")",2,1,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/89/beamsaw-prospector?utm_source=api
90,Blade of the Swarm,{3}{B},4.0,Creature — Insect Assassin,uncommon,B,B,"When this creature enters, choose one —
• Put two +1/+1 counters on this creature.
• Put target exiled card with warp on the bottom of its owner's library.",3,1,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/90/blade-of-the-swarm?utm_source=api
91,Chorale of the Void,{3}{B},4.0,Enchantment — Aura,rare,B,B,"Enchant creature you control
Whenever enchanted creature attacks, put target creature card from defending player's graveyard onto the battlefield under your control tapped and attacking.
Void — At the beginning of your end step, sacrifice this Aura unless a nonland permanent left the battlefield this turn or a spell was warped this turn.",,,,"Enchant, Void",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/91/chorale-of-the-void?utm_source=api
92,Comet Crawler,{2}{B},3.0,Creature — Insect Horror,common,B,B,"Lifelink
Whenever this creature attacks, you may sacrifice another creature or artifact. If you do, this creature gets +2/+0 until end of turn.",2,3,,Lifelink,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/92/comet-crawler?utm_source=api
93,Dark Endurance,{1}{B},2.0,Instant,common,B,B,"This spell costs {1} less to cast if it targets a blocking creature.
Target creature gets +2/+0 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/93/dark-endurance?utm_source=api
94,Decode Transmissions,{2}{B},3.0,Sorcery,common,B,B,"You draw two cards and lose 2 life.
Void — If a nonland permanent left the battlefield this turn or a spell was warped this turn, instead you draw two cards and each opponent loses 2 life.",,,,Void,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/94/decode-transmissions?utm_source=api
95,Depressurize,{1}{B},2.0,Instant,common,B,B,"Target creature gets -3/-0 until end of turn. Then if that creature's power is 0 or less, destroy it.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/95/depressurize?utm_source=api
96,Dubious Delicacy,{2}{B},3.0,Artifact — Food,uncommon,B,B,"Flash
When this artifact enters, up to one target creature gets -3/-3 until end of turn.
{2}, {T}, Sacrifice this artifact: You gain 3 life.
{2}, {T}, Sacrifice this artifact: Target opponent loses 3 life.",,,,Flash,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/96/dubious-delicacy?utm_source=api
97,Elegy Acolyte,{2}{B}{B},4.0,Creature — Human Cleric,rare,B,B,"Lifelink
Whenever one or more creatures you control deal combat damage to a player, you draw a card and lose 1 life.
Void — At the beginning of your end step, if a nonland permanent left the battlefield this turn or a spell was warped this turn, create a 2/2 colorless Robot artifact creature token.",4,4,,"Lifelink, Void",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/97/elegy-acolyte?utm_source=api
98,Embrace Oblivion,{B},1.0,Sorcery,common,B,B,"As an additional cost to cast this spell, sacrifice an artifact or creature.
Destroy target creature or Spacecraft.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/98/embrace-oblivion?utm_source=api
99,Entropic Battlecruiser,{3}{B},4.0,Artifact — Spacecraft,rare,B,B,"Station (Tap another creature you control: Put charge counters equal to its power on this Spacecraft. Station only as a sorcery. It's an artifact creature at 8+.)
1+ | Whenever an opponent discards a card, they lose 3 life.
8+ | Flying, deathtouch
Whenever this Spacecraft attacks, each opponent discards a card. Each opponent who can't loses 3 life.",3,10,,Station,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/99/entropic-battlecruiser?utm_source=api
100,Faller's Faithful,{2}{B},3.0,Creature — Human Wizard,uncommon,B,B,"When this creature enters, destroy up to one other target creature. If that creature wasn't dealt damage this turn, its controller draws two cards.",3,1,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/100/fallers-faithful?utm_source=api
101,Fell Gravship,{2}{B},3.0,Artifact — Spacecraft,uncommon,B,B,"When this Spacecraft enters, mill three cards, then return a creature or Spacecraft card from your graveyard to your hand.
Station (Tap another creature you control: Put charge counters equal to its power on this Spacecraft. Station only as a sorcery. It's an artifact creature at 8+.)
8+ | Flying, lifelink",3,2,,"Station, Mill",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/101/fell-gravship?utm_source=api
102,Gravblade Heavy,{3}{B},4.0,Creature — Human Soldier,common,B,B,"As long as you control an artifact, this creature gets +1/+0 and has deathtouch.",3,4,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/102/gravblade-heavy?utm_source=api
103,Gravkill,{3}{B},4.0,Instant,common,B,B,Exile target creature or Spacecraft.,,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/103/gravkill?utm_source=api
104,Gravpack Monoist,{2}{B},3.0,Creature — Human Scout,common,B,B,"Flying
When this creature dies, create a tapped 2/2 colorless Robot artifact creature token.",2,1,,Flying,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/104/gravpack-monoist?utm_source=api
105,Hullcarver,{B},1.0,Artifact Creature — Robot Assassin,common,B,B,Deathtouch,1,1,,Deathtouch,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/105/hullcarver?utm_source=api
106,Hylderblade,{B},1.0,Artifact — Equipment,uncommon,B,B,"Equipped creature gets +3/+1.
Void — At the beginning of your end step, if a nonland permanent left the battlefield this turn or a spell was warped this turn, attach this Equipment to target creature you control.
Equip {4} ({4}: Attach to target creature you control. Equip only as a sorcery.)",,,,"Equip, Void",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/106/hylderblade?utm_source=api
107,Hymn of the Faller,{1}{B},2.0,Sorcery,uncommon,B,B,"Surveil 1, then you draw a card and lose 1 life. (To surveil 1, look at the top card of your library. You may put it into your graveyard.)
Void — If a nonland permanent left the battlefield this turn or a spell was warped this turn, draw another card.",,,,"Surveil, Void",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/107/hymn-of-the-faller?utm_source=api
108,Insatiable Skittermaw,{2}{B},3.0,Creature — Insect Horror,common,B,B,"Menace (This creature can't be blocked except by two or more creatures.)
Void — At the beginning of your end step, if a nonland permanent left the battlefield this turn or a spell was warped this turn, put a +1/+1 counter on this creature.",2,2,,"Menace, Void",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/108/insatiable-skittermaw?utm_source=api
109,Lightless Evangel,{1}{B},2.0,Creature — Vampire Cleric,uncommon,B,B,"Whenever you sacrifice another creature or artifact, put a +1/+1 counter on this creature.",2,2,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/109/lightless-evangel?utm_source=api
110,Monoist Circuit-Feeder,{4}{B}{B},6.0,Artifact Creature — Nautilus,uncommon,B,B,"Flying
When this creature enters, until end of turn, target creature you control gets +X/+0 and target creature an opponent controls gets -0/-X, where X is the number of artifacts you control.",4,4,,Flying,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/110/monoist-circuit-feeder?utm_source=api
111,Monoist Sentry,{B},1.0,Artifact Creature — Robot,uncommon,B,B,Defender,4,1,,Defender,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/111/monoist-sentry?utm_source=api
112,Perigee Beckoner,{4}{B},5.0,Creature — Horror,common,B,B,"When this creature enters, until end of turn, another target creature you control gets +2/+0 and gains ""When this creature dies, return it to the battlefield tapped under its owner's control.""
Warp {1}{B} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",4,5,,Warp,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/112/perigee-beckoner?utm_source=api
113,Requiem Monolith,{2}{B},3.0,Artifact,rare,B,B,"{T}: Until end of turn, target creature gains ""Whenever this creature is dealt damage, you draw that many cards and lose that much life."" That creature's controller may have this artifact deal 1 damage to it. Activate only as a sorcery.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/113/requiem-monolith?utm_source=api
114,Scrounge for Eternity,{2}{B},3.0,Sorcery,uncommon,B,B,"As an additional cost to cast this spell, sacrifice an artifact or creature.
Return target creature or Spacecraft card with mana value 5 or less from your graveyard to the battlefield. Then create a Lander token. (It's an artifact with ""{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle."")",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/114/scrounge-for-eternity?utm_source=api
115,"Sothera, the Supervoid",{2}{B}{B},4.0,Legendary Enchantment,mythic,B,B,"Whenever a creature you control dies, each opponent chooses a creature they control and exiles it.
At the beginning of your end step, if a player controls no creatures, sacrifice Sothera, then put a creature card exiled with it onto the battlefield under your control with two additional +1/+1 counters on it.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/115/sothera-the-supervoid?utm_source=api
116,Sunset Saboteur,{1}{B},2.0,Creature — Human Rogue,rare,B,B,"Menace
Ward—Discard a card.
Whenever this creature attacks, put a +1/+1 counter on target creature an opponent controls.",4,1,,"Menace, Ward",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/116/sunset-saboteur?utm_source=api
117,Susurian Dirgecraft,{4}{B},5.0,Artifact — Spacecraft,uncommon,B,B,"When this Spacecraft enters, each opponent sacrifices a nontoken creature of their choice.
Station (Tap another creature you control: Put charge counters equal to its power on this Spacecraft. Station only as a sorcery. It's an artifact creature at 7+.)
7+ | Flying",4,3,,Station,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/117/susurian-dirgecraft?utm_source=api
118,Susurian Voidborn,{2}{B},3.0,Creature — Vampire Soldier,uncommon,B,B,"Whenever this creature or another creature or artifact you control dies, target opponent loses 1 life and you gain 1 life.
Warp {B} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",2,2,,Warp,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/118/susurian-voidborn?utm_source=api
119,Swarm Culler,{3}{B},4.0,Creature — Insect Warrior,common,B,B,"Flying
Whenever this creature becomes tapped, you may sacrifice another creature or artifact. If you do, draw a card.",2,4,,Flying,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/119/swarm-culler?utm_source=api
120,Temporal Intervention,{2}{B},3.0,Sorcery,common,B,B,"Void — This spell costs {2} less to cast if a nonland permanent left the battlefield this turn or a spell was warped this turn.
Target opponent reveals their hand. You choose a nonland card from it. That player discards that card.",,,,Void,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/120/temporal-intervention?utm_source=api
121,Timeline Culler,{B}{B},2.0,Creature — Drix Warlock,uncommon,B,B,"Haste
You may cast this card from your graveyard using its warp ability.
Warp—{B}, Pay 2 life. (You may cast this card from your hand or graveyard for its warp cost. If you do, exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",2,2,,"Haste, Warp",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/121/timeline-culler?utm_source=api
122,Tragic Trajectory,{B},1.0,Sorcery,uncommon,B,B,"Target creature gets -2/-2 until end of turn.
Void — That creature gets -10/-10 until end of turn instead if a nonland permanent left the battlefield this turn or a spell was warped this turn.",,,,Void,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/122/tragic-trajectory?utm_source=api
123,Umbral Collar Zealot,{1}{B},2.0,Creature — Human Cleric,uncommon,B,B,Sacrifice another creature or artifact: Surveil 1. (Look at the top card of your library. You may put it into your graveyard.),3,2,,Surveil,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/123/umbral-collar-zealot?utm_source=api
124,Virus Beetle,{1}{B},2.0,Artifact Creature — Insect,common,B,B,"When this creature enters, each opponent discards a card.",1,1,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/124/virus-beetle?utm_source=api
125,Voidforged Titan,{4}{B},5.0,Artifact Creature — Robot Warrior,uncommon,B,B,"Void — At the beginning of your end step, if a nonland permanent left the battlefield this turn or a spell was warped this turn, you draw a card and lose 1 life.",5,4,,Void,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/125/voidforged-titan?utm_source=api
126,Vote Out,{3}{B},4.0,Sorcery,uncommon,B,B,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Destroy target creature.",,,,Convoke,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/126/vote-out?utm_source=api
127,"Xu-Ifit, Osteoharmonist",{1}{B}{B},3.0,Legendary Creature — Human Wizard,rare,B,B,{T}: Return target creature card from your graveyard to the battlefield. It's a Skeleton in addition to its other types and has no abilities. Activate only as a sorcery.,2,3,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/127/xu-ifit-osteoharmonist?utm_source=api
128,Zero Point Ballad,{X}{B},1.0,Sorcery,rare,B,B,"Destroy all creatures with toughness X or less. You lose X life. If X is 6 or more, return a creature card put into a graveyard this way to the battlefield under your control.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/128/zero-point-ballad?utm_source=api
129,Bombard,{2}{R},3.0,Instant,common,R,R,Bombard deals 4 damage to target creature.,,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/129/bombard?utm_source=api
130,Cut Propulsion,{2}{R},3.0,Instant,uncommon,R,R,"Target creature deals damage to itself equal to its power. If that creature has flying, it deals twice that much damage to itself instead.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/130/cut-propulsion?utm_source=api
131,Debris Field Crusher,{4}{R},5.0,Artifact — Spacecraft,uncommon,R,R,"When this Spacecraft enters, it deals 3 damage to any target.
Station (Tap another creature you control: Put charge counters equal to its power on this Spacecraft. Station only as a sorcery. It's an artifact creature at 8+.)
8+ | Flying
{1}{R}: This Spacecraft gets +2/+0 until end of turn.",1,5,,Station,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/131/debris-field-crusher?utm_source=api
132,Devastating Onslaught,{X}{X}{R},1.0,Sorcery,mythic,R,R,Create X tokens that are copies of target artifact or creature you control. Those tokens gain haste until end of turn. Sacrifice them at the beginning of the next end step.,,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/132/devastating-onslaught?utm_source=api
133,Drill Too Deep,{1}{R},2.0,Instant,common,R,R,"Choose one —
• Put five charge counters on target Spacecraft or Planet you control.
• Destroy target artifact.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/133/drill-too-deep?utm_source=api
134,Frontline War-Rager,{2}{R},3.0,Creature — Kavu Soldier,common,R,R,"At the beginning of your end step, if you control two or more tapped creatures, put a +1/+1 counter on this creature.",2,3,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/134/frontline-war-rager?utm_source=api
135,Full Bore,{R},1.0,Instant,uncommon,R,R,"Target creature you control gets +3/+2 until end of turn. If that creature was cast for its warp cost, it also gains trample and haste until end of turn.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/135/full-bore?utm_source=api
136,Galvanizing Sawship,{5}{R},6.0,Artifact — Spacecraft,uncommon,R,R,"Station (Tap another creature you control: Put charge counters equal to its power on this Spacecraft. Station only as a sorcery. It's an artifact creature at 3+.)
3+ | Flying, haste",6,5,,Station,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/136/galvanizing-sawship?utm_source=api
137,Invasive Maneuvers,{1}{R},2.0,Instant,uncommon,R,R,Invasive Maneuvers deals 3 damage to target creature. It deals 5 damage instead if you control a Spacecraft.,,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/137/invasive-maneuvers?utm_source=api
138,Kav Landseeker,{3}{R},4.0,Creature — Kavu Soldier,common,R,R,"Menace (This creature can't be blocked except by two or more creatures.)
When this creature enters, create a Lander token. At the beginning of the end step on your next turn, sacrifice that token. (It's an artifact with ""{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle."")",4,3,,Menace,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/138/kav-landseeker?utm_source=api
139,Kavaron Harrier,{R},1.0,Artifact Creature — Robot Soldier,uncommon,R,R,"Whenever this creature attacks, you may pay {2}. If you do, create a 2/2 colorless Robot artifact creature token that's tapped and attacking. Sacrifice that token at end of combat.",2,1,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/139/kavaron-harrier?utm_source=api
140,Kavaron Skywarden,{4}{R},5.0,Creature — Kavu Soldier,common,R,R,"Reach
Void — At the beginning of your end step, if a nonland permanent left the battlefield this turn or a spell was warped this turn, put a +1/+1 counter on this creature.",4,5,,"Reach, Void",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/140/kavaron-skywarden?utm_source=api
141,Kavaron Turbodrone,{2}{R},3.0,Artifact Creature — Robot Scout,common,R,R,{T}: Target creature you control gets +1/+1 and gains haste until end of turn. Activate only as a sorcery.,2,3,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/141/kavaron-turbodrone?utm_source=api
142,Lithobraking,{2}{R},3.0,Instant,uncommon,R,R,"Create a Lander token. Then you may sacrifice an artifact. When you do, Lithobraking deals 2 damage to each creature. (A Lander token is an artifact with ""{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle."")",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/142/lithobraking?utm_source=api
143,Melded Moxite,{1}{R},2.0,Artifact,common,R,R,"When this artifact enters, you may discard a card. If you do, draw two cards.
{3}, Sacrifice this artifact: Create a tapped 2/2 colorless Robot artifact creature token.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/143/melded-moxite?utm_source=api
144,Memorial Team Leader,{3}{R},4.0,Creature — Kavu Soldier,uncommon,R,R,"During your turn, other creatures you control get +1/+0.
Warp {1}{R} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",4,3,,Warp,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/144/memorial-team-leader?utm_source=api
145,Memorial Vault,{3}{R},4.0,Artifact,rare,R,R,"{T}, Sacrifice another artifact: Exile the top X cards of your library, where X is one plus the mana value of the sacrificed artifact. You may play those cards this turn.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/145/memorial-vault?utm_source=api
146,Molecular Modifier,{2}{R},3.0,Creature — Kavu Artificer,uncommon,R,R,"At the beginning of combat on your turn, target creature you control gets +1/+0 and gains first strike until end of turn.",2,2,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/146/molecular-modifier?utm_source=api
147,Nebula Dragon,{6}{R},7.0,Creature — Dragon,common,R,R,"Flying
When this creature enters, it deals 3 damage to any target.",4,4,,Flying,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/147/nebula-dragon?utm_source=api
148,Nova Hellkite,{3}{R}{R},5.0,Creature — Dragon,rare,R,R,"Flying, haste
When this creature enters, it deals 1 damage to target creature an opponent controls.
Warp {2}{R} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",4,5,,"Flying, Haste, Warp",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/148/nova-hellkite?utm_source=api
149,Orbital Plunge,{3}{R},4.0,Sorcery,common,R,R,"Orbital Plunge deals 6 damage to target creature. If excess damage was dealt this way, create a Lander token. (It's an artifact with ""{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle."")",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/149/orbital-plunge?utm_source=api
150,Oreplate Pangolin,{1}{R},2.0,Artifact Creature — Robot Pangolin,common,R,R,"Whenever another artifact you control enters, you may pay {1}. If you do, put a +1/+1 counter on this creature.",2,2,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/150/oreplate-pangolin?utm_source=api
151,Pain for All,{2}{R},3.0,Enchantment — Aura,rare,R,R,"Enchant creature you control
When this Aura enters, enchanted creature deals damage equal to its power to any other target.
Whenever enchanted creature is dealt damage, it deals that much damage to each opponent.",,,,Enchant,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/151/pain-for-all?utm_source=api
152,Plasma Bolt,{R},1.0,Sorcery,common,R,R,"Plasma Bolt deals 2 damage to any target.
Void — Plasma Bolt deals 3 damage instead if a nonland permanent left the battlefield this turn or a spell was warped this turn.",,,,Void,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/152/plasma-bolt?utm_source=api
153,Possibility Technician,{2}{R},3.0,Creature — Kavu Artificer,rare,R,R,"Whenever this creature or another Kavu you control enters, exile the top card of your library. For as long as that card remains exiled, you may play it if you control a Kavu.
Warp {1}{R} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",3,3,,Warp,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/153/possibility-technician?utm_source=api
154,Red Tiger Mechan,{3}{R},4.0,Artifact Creature — Robot Cat,common,R,R,"Haste
Warp {1}{R} (You may cast this card from your hand for its warp cost. Exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",3,3,,"Haste, Warp",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/154/red-tiger-mechan?utm_source=api
155,Remnant Elemental,{1}{R},2.0,Creature — Elemental,uncommon,R,R,"Reach
Landfall — Whenever a land you control enters, this creature gets +2/+0 until end of turn.",0,4,,"Reach, Landfall",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/155/remnant-elemental?utm_source=api
156,Rig for War,{1}{R},2.0,Instant,common,R,R,Target creature gets +3/+0 and gains first strike and reach until end of turn.,,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/156/rig-for-war?utm_source=api
157,Roving Actuator,{3}{R},4.0,Artifact Creature — Robot,uncommon,R,R,"Void — When this creature enters, if a nonland permanent left the battlefield this turn or a spell was warped this turn, exile up to one target instant or sorcery card with mana value 2 or less from your graveyard. Copy it. You may cast the copy without paying its mana cost.",3,4,,Void,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/157/roving-actuator?utm_source=api
158,Ruinous Rampage,{1}{R}{R},3.0,Sorcery,uncommon,R,R,"Choose one —
• Ruinous Rampage deals 3 damage to each opponent.
• Exile all artifacts with mana value 3 or less.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/158/ruinous-rampage?utm_source=api
159,Rust Harvester,{R},1.0,Artifact Creature — Robot,rare,R,R,"Menace
{2}, {T}, Exile an artifact card from your graveyard: Put a +1/+1 counter on this creature, then it deals damage equal to its power to any target.",1,1,,Menace,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/159/rust-harvester?utm_source=api
160,Slagdrill Scrapper,{R},1.0,Artifact Creature — Robot Scout,common,R,R,"{2}, {T}, Sacrifice another artifact or land: Draw a card.",1,2,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/160/slagdrill-scrapper?utm_source=api
161,Systems Override,{2}{R},3.0,Sorcery,uncommon,R,R,"Gain control of target artifact or creature until end of turn. Untap that permanent. It gains haste until end of turn. If it's a Spacecraft, put ten charge counters on it. If you do, remove ten charge counters from it at the beginning of the next end step.",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/161/systems-override?utm_source=api
162,"Tannuk, Steadfast Second",{2}{R}{R},4.0,Legendary Creature — Kavu Pilot,mythic,R,R,"Other creatures you control have haste.
Artifact cards and red creature cards in your hand have warp {2}{R}. (You may cast a card from your hand for its warp cost. Exile that permanent at the beginning of the next end step, then you may cast it from exile on a later turn.)",3,5,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/162/tannuk-steadfast-second?utm_source=api
163,Terminal Velocity,{4}{R}{R},6.0,Sorcery,rare,R,R,"You may put an artifact or creature card from your hand onto the battlefield. That permanent gains haste, ""When this permanent leaves the battlefield, it deals damage equal to its mana value to each creature,"" and ""At the beginning of your end step, sacrifice this permanent.""",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/163/terminal-velocity?utm_source=api
164,Terrapact Intimidator,{1}{R},2.0,Creature — Kavu Scout,uncommon,R,R,"When this creature enters, target opponent may have you create two Lander tokens. If they don't, put two +1/+1 counters on this creature. (A Lander token is an artifact with ""{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle."")",2,1,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/164/terrapact-intimidator?utm_source=api
165,Territorial Bruntar,{4}{R}{R},6.0,Creature — Beast,uncommon,R,R,"Reach
Landfall — Whenever a land you control enters, exile cards from the top of your library until you exile a nonland card. You may cast that card this turn.",6,6,,"Reach, Landfall",Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/165/territorial-bruntar?utm_source=api
166,Vaultguard Trooper,{4}{R},5.0,Creature — Kavu Soldier,uncommon,R,R,"At the beginning of your end step, if you control two or more tapped creatures, you may discard your hand. If you do, draw two cards.",5,5,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/166/vaultguard-trooper?utm_source=api
167,Warmaker Gunship,{2}{R},3.0,Artifact — Spacecraft,rare,R,R,"When this Spacecraft enters, it deals damage equal to the number of artifacts you control to target creature an opponent controls.
Station (Tap another creature you control: Put charge counters equal to its power on this Spacecraft. Station only as a sorcery. It's an artifact creature at 6+.)
6+ | Flying",4,3,,Station,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/167/warmaker-gunship?utm_source=api
168,Weapons Manufacturing,{1}{R},2.0,Enchantment,rare,R,R,"Whenever a nontoken artifact you control enters, create a colorless artifact token named Munitions with ""When this token leaves the battlefield, it deals 2 damage to any target.""",,,,,Edge of Eternities,2025-08-01,https://scryfall.com/card/eoe/168/weapons-manufacturing?utm_source=api
