collector_number,name,mana_cost,cmc,type_line,rarity,colors,color_identity,oracle_text,power,toughness,loyalty,keywords,set_name,released_at,scryfall_uri
83,"Ultros, Obnoxious Octopus",{1}{U},2.0,Legendary Creature — Octopus,uncommon,U,U,"Whenever you cast a noncreature spell, if at least four mana was spent to cast it, tap target creature an opponent controls and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)
Whenever you cast a noncreature spell, if at least eight mana was spent to cast it, put eight +1/+1 counters on Ultros.",2,1,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/83/ultros-obnoxious-octopus?utm_source=api
84,Valkyrie Aerial Unit,{5}{U}{U},7.0,Artifact Creature — Construct,uncommon,U,U,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
Flying
When this creature enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",5,4,,"Flying, Surveil, Affinity",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/84/valkyrie-aerial-unit?utm_source=api
85,The Water Crystal,{2}{U}{U},4.0,Legendary Artifact,rare,U,U,"Blue spells you cast cost {1} less to cast.
If an opponent would mill one or more cards, they mill that many cards plus four instead.
{4}{U}{U}, {T}: Each opponent mills cards equal to the number of cards in your hand.",,,,Mill,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/85/the-water-crystal?utm_source=api
86,Y'shtola Rhul,{4}{U}{U},6.0,Legendary Creature — Cat Druid,mythic,U,U,"At the beginning of your end step, exile target creature you control, then return it to the battlefield under its owner's control. Then if it's the first end step of the turn, there is an additional end step after this step.",3,5,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/86/yshtola-rhul?utm_source=api
87,Ahriman,{2}{B},3.0,Creature — Eye Horror,common,B,B,"Flying, deathtouch
{3}, Sacrifice another creature or artifact: Draw a card.",2,2,,"Deathtouch, Flying",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/87/ahriman?utm_source=api
88,Al Bhed Salvagers,{2}{B},3.0,Creature — Human Artificer Warrior,uncommon,B,B,"Whenever this creature or another creature or artifact you control dies, target opponent loses 1 life and you gain 1 life.",2,3,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/88/al-bhed-salvagers?utm_source=api
89,"Ardyn, the Usurper",{5}{B}{B}{B},8.0,Legendary Creature — Elder Human Noble,rare,B,B,"Demons you control have menace, lifelink, and haste.
Starscourge — At the beginning of combat on your turn, exile up to one target creature card from a graveyard. If you exiled a card this way, create a token that's a copy of that card, except it's a 5/5 black Demon.",4,4,,Starscourge,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/89/ardyn-the-usurper?utm_source=api
90,Black Mage's Rod,{1}{B},2.0,Artifact — Equipment,common,B,B,"Job select (When this Equipment enters, create a 1/1 colorless Hero creature token, then attach this to it.)
Equipped creature gets +1/+0, has ""Whenever you cast a noncreature spell, this creature deals 1 damage to each opponent,"" and is a Wizard in addition to its other types.
Equip {3}",,,,"Job select, Equip",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/90/black-mages-rod?utm_source=api
91,"Cecil, Dark Knight // Cecil, Redeemed Paladin",,1.0,Legendary Creature — Human Knight // Legendary Creature — Human Knight,rare,,"B, W",,,,,"Lifelink, Protect, Transform, Darkness, Deathtouch",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/91/cecil-dark-knight-cecil-redeemed-paladin?utm_source=api
92,Circle of Power,{3}{B},4.0,Sorcery,uncommon,B,B,"You draw two cards and you lose 2 life. Create a 0/1 black Wizard creature token with ""Whenever you cast a noncreature spell, this token deals 1 damage to each opponent.""
Wizards you control get +1/+0 and gain lifelink until end of turn.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/92/circle-of-power?utm_source=api
93,Cornered by Black Mages,{1}{B}{B},3.0,Sorcery,common,B,B,"Target opponent sacrifices a creature of their choice.
Create a 0/1 black Wizard creature token with ""Whenever you cast a noncreature spell, this token deals 1 damage to each opponent.""",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/93/cornered-by-black-mages?utm_source=api
94,Dark Confidant,{1}{B},2.0,Creature — Human Wizard,mythic,B,B,"At the beginning of your upkeep, reveal the top card of your library and put that card into your hand. You lose life equal to its mana value.",2,1,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/94/dark-confidant?utm_source=api
95,Dark Knight's Greatsword,{2}{B},3.0,Artifact — Equipment,uncommon,B,B,"Job select (When this Equipment enters, create a 1/1 colorless Hero creature token, then attach this to it.)
Equipped creature gets +3/+0 and is a Knight in addition to its other types.
Chaosbringer — Equip—Pay 3 life. Activate only once each turn.",,,,"Chaosbringer, Job select, Equip",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/95/dark-knights-greatsword?utm_source=api
96,The Darkness Crystal,{2}{B}{B},4.0,Legendary Artifact,rare,B,B,"Black spells you cast cost {1} less to cast.
If a nontoken creature an opponent controls would die, instead exile it and you gain 2 life.
{4}{B}{B}, {T}: Put target creature card exiled with The Darkness Crystal onto the battlefield tapped under your control with two additional +1/+1 counters on it.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/96/the-darkness-crystal?utm_source=api
97,Demon Wall,{1}{B},2.0,Artifact Creature — Demon Wall,uncommon,B,B,"Defender
Menace (This creature can't be blocked except by two or more creatures.)
As long as this creature has a counter on it, it can attack as though it didn't have defender.
{5}{B}: Put two +1/+1 counters on this creature.",3,3,,"Menace, Defender",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/97/demon-wall?utm_source=api
98,Evil Reawakened,{4}{B},5.0,Sorcery,uncommon,B,B,Return target creature card from your graveyard to the battlefield with two additional +1/+1 counters on it.,,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/98/evil-reawakened?utm_source=api
99,"Fang, Fearless l'Cie",{2}{B},3.0,Legendary Creature — Human Warrior,uncommon,B,B,"Whenever one or more cards leave your graveyard, you draw a card and you lose 1 life. This ability triggers only once each turn.
(Melds with Vanille, Cheerful l'Cie.)",2,3,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/99/fang-fearless-lcie?utm_source=api
99b,"Ragnarok, Divine Deliverance",,7.0,Legendary Creature — Beast Avatar,uncommon,"B, G","B, G","Vigilance, menace, trample, reach, haste
When Ragnarok dies, destroy target permanent and return target nonlegendary permanent card from your graveyard to the battlefield.",7,6,,"Reach, Vigilance, Haste, Trample, Menace",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/99b/ragnarok-divine-deliverance?utm_source=api
100,Fight On!,{2}{B},3.0,Instant,common,B,B,Return up to two target creature cards from your graveyard to your hand.,,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/100/fight-on!?utm_source=api
101,The Final Days,{2}{B}{B},4.0,Sorcery,uncommon,B,B,"Create two tapped 2/2 black Horror creature tokens. If this spell was cast from a graveyard, instead create X of those tokens, where X is the number of creature cards in your graveyard.
Flashback {4}{B}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,Flashback,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/101/the-final-days?utm_source=api
102,Gaius van Baelsar,{2}{B}{B},4.0,Legendary Creature — Human Soldier,uncommon,B,B,"When Gaius van Baelsar enters, choose one —
• Each player sacrifices a creature token of their choice.
• Each player sacrifices a nontoken creature of their choice.
• Each player sacrifices an enchantment of their choice.",3,2,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/102/gaius-van-baelsar?utm_source=api
103,Hecteyes,{1}{B},2.0,Creature — Ooze Horror,common,B,B,"When this creature enters, each opponent discards a card.",1,1,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/103/hecteyes?utm_source=api
104,"Jecht, Reluctant Guardian // Braska's Final Aeon",,4.0,Legendary Creature — Human Warrior // Legendary Enchantment Creature — Saga Nightmare,rare,,B,,,,,"Transform, Menace",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/104/jecht-reluctant-guardian-braskas-final-aeon?utm_source=api
105,"Kain, Traitorous Dragoon",{2}{B},3.0,Legendary Creature — Human Knight,rare,B,B,"Jump — During your turn, Kain has flying.
Whenever Kain deals combat damage to a player, that player gains control of Kain. If they do, you draw that many cards, create that many tapped Treasure tokens, then lose that much life.",2,4,,"Jump, Treasure",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/105/kain-traitorous-dragoon?utm_source=api
106,Malboro,{4}{B}{B},6.0,Creature — Plant Horror,common,B,B,"Bad Breath — When this creature enters, each opponent discards a card, loses 2 life, and exiles the top three cards of their library.
Swampcycling {2} ({2}, Discard this card: Search your library for a Swamp card, reveal it, put it into your hand, then shuffle.)",4,4,,"Landcycling, Bad Breath, Typecycling, Cycling, Swampcycling",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/106/malboro?utm_source=api
107,Namazu Trader,{3}{B},4.0,Creature — Fish Citizen,common,B,B,"When this creature enters, you lose 1 life and create a Treasure token.
Whenever this creature attacks, you may sacrifice another creature or artifact. If you do, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",3,4,,"Surveil, Treasure",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/107/namazu-trader?utm_source=api
108,Ninja's Blades,{2}{B},3.0,Artifact — Equipment,rare,B,B,"Job select
Equipped creature gets +1/+1, is a Ninja in addition to its other types, and has ""Whenever this creature deals combat damage to a player, draw a card, then discard a card. That player loses life equal to the discarded card's mana value.""
Mutsunokami — Equip {2}",,,,"Job select, Equip, Mutsunokami",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/108/ninjas-blades?utm_source=api
109,Overkill,{2}{B},3.0,Instant,uncommon,B,B,Target creature gets -0/-9999 until end of turn.,,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/109/overkill?utm_source=api
110,Phantom Train,{3}{B},4.0,Artifact — Vehicle,uncommon,B,B,"Trample
Sacrifice another artifact or creature: Put a +1/+1 counter on this Vehicle. It becomes a Spirit artifact creature in addition to its other types until end of turn.",4,4,,Trample,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/110/phantom-train?utm_source=api
111,Poison the Waters,{1}{B},2.0,Sorcery,uncommon,B,B,"Choose one —
• All creatures get -1/-1 until end of turn.
• Target player reveals their hand. You choose an artifact or creature card from it. That player discards that card.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/111/poison-the-waters?utm_source=api
112,Qutrub Forayer,{2}{B},3.0,Creature — Zombie Horror,common,B,B,"When this creature enters, choose one —
• Destroy target creature that was dealt damage this turn.
• Exile up to two target cards from a single graveyard.",3,2,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/112/qutrub-forayer?utm_source=api
113,Reno and Rude,{1}{B},2.0,Legendary Creature — Human Assassin,uncommon,B,B,"Menace
Whenever Reno and Rude deals combat damage to a player, exile the top card of that player's library. Then you may sacrifice another creature or artifact. If you do, you may play the exiled card this turn, and mana of any type can be spent to cast it.",2,1,,Menace,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/113/reno-and-rude?utm_source=api
114,Resentful Revelation,{1}{B},2.0,Sorcery,common,B,B,"Look at the top three cards of your library. Put one of them into your hand and the rest into your graveyard.
Flashback {6}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,Flashback,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/114/resentful-revelation?utm_source=api
115,"Sephiroth, Fabled SOLDIER // Sephiroth, One-Winged Angel",,3.0,Legendary Creature — Human Avatar Soldier // Legendary Creature — Angel Nightmare Avatar,mythic,,B,,,,,"Flying, Transform, Super Nova",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/115/sephiroth-fabled-soldier-sephiroth-one-winged-angel?utm_source=api
116,Sephiroth's Intervention,{3}{B},4.0,Instant,common,B,B,Destroy target creature. You gain 2 life.,,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/116/sephiroths-intervention?utm_source=api
117,Shambling Cie'th,{2}{B},3.0,Creature — Mutant Horror,uncommon,B,B,"This creature enters tapped.
Whenever you cast a noncreature spell, you may pay {B}. If you do, return this card from your graveyard to your hand.",3,3,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/117/shambling-cieth?utm_source=api
118,Shinra Reinforcements,{2}{B},3.0,Creature — Human Soldier,common,B,B,"When this creature enters, mill three cards and you gain 3 life. (To mill three cards, put the top three cards of your library into your graveyard.)",2,3,,Mill,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/118/shinra-reinforcements?utm_source=api
119,"Sidequest: Hunt the Mark // Yiazmat, Ultimate Mark",,5.0,Enchantment // Legendary Creature — Dragon,uncommon,,B,,,,,"Transform, Treasure",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/119/sidequest:-hunt-the-mark-yiazmat-ultimate-mark?utm_source=api
120,Summon: Anima,{4}{B}{B},6.0,Enchantment Creature — Saga Horror,uncommon,B,B,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.)
I, II, III — Pain — You draw a card and you lose 1 life.
IV — Oblivion — Each opponent sacrifices a creature of their choice and loses 3 life.
Menace",4,4,,Menace,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/120/summon:-anima?utm_source=api
121,Summon: Primal Odin,{4}{B}{B},6.0,Enchantment Creature — Saga Knight,rare,B,B,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Gungnir — Destroy target creature an opponent controls.
II — Zantetsuken — This creature gains ""Whenever this creature deals combat damage to a player, that player loses the game.""
III — Hall of Sorrow — Draw two cards. Each player loses 2 life.",5,3,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/121/summon:-primal-odin?utm_source=api
122,Tonberry,{B},1.0,Creature — Salamander Horror,uncommon,B,B,"This creature enters tapped with a stun counter on it. (If it would become untapped, remove a stun counter from it instead.)
Chef's Knife — During your turn, this creature has first strike and deathtouch.",2,1,,Chef's Knife,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/122/tonberry?utm_source=api
123,Undercity Dire Rat,{1}{B},2.0,Creature — Rat,common,B,B,"Rat Tail — When this creature dies, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",2,2,,"Treasure, Rat Tail",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/123/undercity-dire-rat?utm_source=api
124,Vayne's Treachery,{1}{B},2.0,Instant,common,B,B,"Kicker—Sacrifice an artifact or creature. (You may sacrifice an artifact or creature in addition to any other costs as you cast this spell.)
Target creature gets -2/-2 until end of turn. If this spell was kicked, that creature gets -6/-6 until end of turn instead.",,,,Kicker,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/124/vaynes-treachery?utm_source=api
125,Vincent Valentine // Galian Beast,,4.0,Legendary Creature — Assassin // Legendary Creature — Werewolf Beast,rare,,B,,,,,"Lifelink, Transform, Trample",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/125/vincent-valentine-galian-beast?utm_source=api
126,Vincent's Limit Break,{1}{B},2.0,Instant,common,B,B,"Tiered (Choose one additional cost.)
Until end of turn, target creature you control gains ""When this creature dies, return it to the battlefield tapped under its owner's control"" and has the chosen base power and toughness.
• Galian Beast — {0} — 3/2.
• Death Gigas — {1} — 5/2.
• Hellmasker — {3} — 7/2.",,,,"Hellmasker, Death Gigas, Tiered, Galian Beast",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/126/vincents-limit-break?utm_source=api
127,"Zenos yae Galvus // Shinryu, Transcendent Rival",,5.0,Legendary Creature — Human Noble Warrior // Legendary Creature — Dragon,rare,,B,,,,,"Flying, Transform, My First Friend, Burning Chains",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/127/zenos-yae-galvus-shinryu-transcendent-rival?utm_source=api
128,"Zodiark, Umbral God",{B}{B}{B}{B}{B},5.0,Legendary Creature — God,rare,B,B,"Indestructible
When Zodiark enters, each player sacrifices half the non-God creatures they control of their choice, rounded down.
Whenever a player sacrifices another creature, put a +1/+1 counter on Zodiark.",5,5,,Indestructible,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/128/zodiark-umbral-god?utm_source=api
129,Barret Wallace,{3}{R},4.0,Legendary Creature — Human Rebel,uncommon,R,R,"Reach
Whenever Barret Wallace attacks, it deals damage equal to the number of equipped creatures you control to defending player.",4,4,,Reach,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/129/barret-wallace?utm_source=api
130,Blazing Bomb,{R},1.0,Creature — Elemental,common,R,R,"Whenever you cast a noncreature spell, if at least four mana was spent to cast it, put a +1/+1 counter on this creature.
Blow Up — {T}, Sacrifice this creature: It deals damage equal to its power to target creature. Activate only as a sorcery.",1,1,,Blow Up,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/130/blazing-bomb?utm_source=api
131,Call the Mountain Chocobo,{3}{R},4.0,Sorcery,common,R,R,"Search your library for a Mountain card, reveal it, put it into your hand, then shuffle. Create a 2/2 green Bird creature token with ""Whenever a land you control enters, this token gets +1/+0 until end of turn.""
Flashback {5}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,Flashback,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/131/call-the-mountain-chocobo?utm_source=api
132,Choco-Comet,{X}{R}{R},2.0,Sorcery,uncommon,R,R,"Choco-Comet deals X damage to any target.
Create a 2/2 green Bird creature token with ""Whenever a land you control enters, this token gets +1/+0 until end of turn.""",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/132/choco-comet?utm_source=api
133,"Clive, Ifrit's Dominant // Ifrit, Warden of Inferno",,6.0,Legendary Creature — Human Noble Warrior // Legendary Enchantment Creature — Saga Demon,mythic,,R,,,,,"Transform, Fight",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/133/clive-ifrits-dominant-ifrit-warden-of-inferno?utm_source=api
134,Coral Sword,{R},1.0,Artifact — Equipment,uncommon,R,R,"Flash
When this Equipment enters, attach it to target creature you control. That creature gains first strike until end of turn.
Equipped creature gets +1/+0.
Equip {1}",,,,"Equip, Flash",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/134/coral-sword?utm_source=api
135,The Fire Crystal,{2}{R}{R},4.0,Legendary Artifact,rare,R,R,"Red spells you cast cost {1} less to cast.
Creatures you control have haste.
{4}{R}{R}, {T}: Create a token that's a copy of target creature you control. Sacrifice it at the beginning of the next end step.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/135/the-fire-crystal?utm_source=api
136,Fire Magic,{R},1.0,Instant,uncommon,R,R,"Tiered (Choose one additional cost.)
• Fire — {0} — Fire Magic deals 1 damage to each creature.
• Fira — {2} — Fire Magic deals 2 damage to each creature.
• Firaga — {5} — Fire Magic deals 3 damage to each creature.",,,,"Fire, Firaga, Fira, Tiered",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/136/fire-magic?utm_source=api
137,"Firion, Wild Rose Warrior",{2}{R},3.0,Legendary Creature — Human Rebel Warrior,rare,R,R,"Equipped creatures you control have haste.
Whenever a nontoken Equipment you control enters, create a token that's a copy of it, except it has ""This Equipment's equip abilities cost {2} less to activate."" Sacrifice that token at the beginning of the next upkeep.",3,3,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/137/firion-wild-rose-warrior?utm_source=api
138,Freya Crescent,{R},1.0,Legendary Creature — Rat Knight,uncommon,R,R,"Jump — During your turn, Freya Crescent has flying.
{T}: Add {R}. Spend this mana only to cast an Equipment spell or activate an equip ability.",1,1,,Jump,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/138/freya-crescent?utm_source=api
139,"Gilgamesh, Master-at-Arms",{4}{R}{R},6.0,Legendary Creature — Human Samurai,rare,R,R,"Whenever Gilgamesh enters or attacks, look at the top six cards of your library. You may put any number of Equipment cards from among them onto the battlefield. Put the rest on the bottom of your library in a random order. When you put one or more Equipment onto the battlefield this way, you may attach one of them to a Samurai you control.",6,6,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/139/gilgamesh-master-at-arms?utm_source=api
140,Haste Magic,{1}{R},2.0,Instant,common,R,R,Target creature gets +3/+1 and gains haste until end of turn. Exile the top card of your library. You may play it until your next end step.,,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/140/haste-magic?utm_source=api
141,Hill Gigas,{4}{R}{R},6.0,Creature — Giant,common,R,R,"Trample, haste
Mountaincycling {2} ({2}, Discard this card: Search your library for a Mountain card, reveal it, put it into your hand, then shuffle.)",5,4,,"Mountaincycling, Landcycling, Haste, Trample, Typecycling, Cycling",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/141/hill-gigas?utm_source=api
142,Item Shopkeep,{1}{R},2.0,Creature — Human Citizen,common,R,R,"Whenever you attack, target attacking equipped creature gains menace until end of turn. (It can't be blocked except by two or more creatures.)",2,2,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/142/item-shopkeep?utm_source=api
143,Laughing Mad,{2}{R},3.0,Instant,common,R,R,"As an additional cost to cast this spell, discard a card.
Draw two cards.
Flashback {3}{R} (You may cast this card from your graveyard for its flashback cost and any additional costs. Then exile it.)",,,,Flashback,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/143/laughing-mad?utm_source=api
144,Light of Judgment,{4}{R},5.0,Instant,common,R,R,Light of Judgment deals 6 damage to target creature. Destroy up to one Equipment attached to that creature.,,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/144/light-of-judgment?utm_source=api
145,Mysidian Elder,{2}{R},3.0,Creature — Human Wizard,common,R,R,"When this creature enters, create a 0/1 black Wizard creature token with ""Whenever you cast a noncreature spell, this token deals 1 damage to each opponent.""",1,3,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/145/mysidian-elder?utm_source=api
146,Nibelheim Aflame,{2}{R}{R},4.0,Sorcery,mythic,R,R,"Choose target creature you control. It deals damage equal to its power to each other creature. If this spell was cast from a graveyard, discard your hand and draw four cards.
Flashback {5}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,Flashback,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/146/nibelheim-aflame?utm_source=api
147,Opera Love Song,{1}{R},2.0,Instant,uncommon,R,R,"Choose one —
• Exile the top two cards of your library. You may play those cards until your next end step.
• One or two target creatures each get +2/+0 until end of turn.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/147/opera-love-song?utm_source=api
148,Prompto Argentum,{1}{R},2.0,Legendary Creature — Human Scout,uncommon,R,R,"Haste
Selfie Shot — Whenever you cast a noncreature spell, if at least four mana was spent to cast it, create a Treasure token.",2,2,,"Selfie Shot, Treasure, Haste",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/148/prompto-argentum?utm_source=api
149,Queen Brahne,{2}{R},3.0,Legendary Creature — Human Noble,uncommon,R,R,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever Queen Brahne attacks, create a 0/1 black Wizard creature token with ""Whenever you cast a noncreature spell, this token deals 1 damage to each opponent.""",2,1,,Prowess,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/149/queen-brahne?utm_source=api
150,Random Encounter,{4}{R}{R},6.0,Sorcery,uncommon,R,R,"Shuffle your library, then mill four cards. Put each creature card milled this way onto the battlefield. They gain haste. At the beginning of the next end step, return those creatures to their owner's hand.
Flashback {6}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,"Flashback, Mill",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/150/random-encounter?utm_source=api
151,"Raubahn, Bull of Ala Mhigo",{1}{R},2.0,Legendary Creature — Human Warrior,rare,R,R,"Ward—Pay life equal to Raubahn's power.
Whenever Raubahn attacks, attach up to one target Equipment you control to target attacking creature.",2,2,,Ward,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/151/raubahn-bull-of-ala-mhigo?utm_source=api
152,Red Mage's Rapier,{1}{R},2.0,Artifact — Equipment,common,R,R,"Job select (When this Equipment enters, create a 1/1 colorless Hero creature token, then attach this to it.)
Equipped creature has ""Whenever you cast a noncreature spell, this creature gets +2/+0 until end of turn"" and is a Wizard in addition to its other types.
Equip {3}",,,,"Job select, Equip",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/152/red-mages-rapier?utm_source=api
153,Sabotender,{1}{R},2.0,Creature — Plant,common,R,R,"Reach
Landfall — Whenever a land you control enters, this creature deals 1 damage to each opponent.",2,1,,"Reach, Landfall",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/153/sabotender?utm_source=api
154,Samurai's Katana,{2}{R},3.0,Artifact — Equipment,uncommon,R,R,"Job select (When this Equipment enters, create a 1/1 colorless Hero creature token, then attach this to it.)
Equipped creature gets +2/+2, has trample and haste, and is a Samurai in addition to its other types.
Murasame — Equip {5}",,,,"Murasame, Job select, Equip",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/154/samurais-katana?utm_source=api
155,Sandworm,{4}{R},5.0,Creature — Worm,uncommon,R,R,"Haste
When this creature enters, destroy target land. Its controller may search their library for a basic land card, put it onto the battlefield tapped, then shuffle.",5,4,,Haste,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/155/sandworm?utm_source=api
156,Seifer Almasy,{3}{R},4.0,Legendary Creature — Human Knight,rare,R,R,"Whenever a creature you control attacks alone, it gains double strike until end of turn.
Fire Cross — Whenever Seifer Almasy deals combat damage to a player, you may cast target instant or sorcery card with mana value 3 or less from your graveyard without paying its mana cost. If that spell would be put into your graveyard, exile it instead.",3,4,,Fire Cross,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/156/seifer-almasy?utm_source=api
157,Self-Destruct,{1}{R},2.0,Instant,uncommon,R,R,"Target creature you control deals X damage to any other target and X damage to itself, where X is its power.",,,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/157/self-destruct?utm_source=api
158,"Sidequest: Play Blitzball // World Champion, Celestial Weapon",,3.0,Enchantment // Legendary Artifact — Equipment,uncommon,,R,,,,,"Double Overdrive, Transform, Equip, Double",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/158/sidequest:-play-blitzball-world-champion-celestial-weapon?utm_source=api
159,Sorceress's Schemes,{3}{R},4.0,Sorcery,uncommon,R,R,"Return target instant or sorcery card from your graveyard or exiled card with flashback you own to your hand. Add {R}.
Flashback {4}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,Flashback,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/159/sorceresss-schemes?utm_source=api
160,Summon: Brynhildr,{1}{R},2.0,Enchantment Creature — Saga Knight,rare,R,R,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Chain — Exile the top card of your library. During any turn you put a lore counter on this Saga, you may play that card.
II, III — Gestalt Mode — When you next cast a creature spell this turn, it gains haste until end of turn.",2,1,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/160/summon:-brynhildr?utm_source=api
161,Summon: Esper Ramuh,{2}{R}{R},4.0,Enchantment Creature — Saga Wizard,uncommon,R,R,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Judgment Bolt — This creature deals damage equal to the number of noncreature, nonland cards in your graveyard to target creature an opponent controls.
II, III — Wizards you control get +1/+0 until end of turn.",3,3,,,Final Fantasy,2025-06-13,https://scryfall.com/card/fin/161/summon:-esper-ramuh?utm_source=api
162,Summon: G.F. Cerberus,{2}{R}{R},4.0,Enchantment Creature — Saga Dog,rare,R,R,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
II — Double — When you next cast an instant or sorcery spell this turn, copy it. You may choose new targets for the copy.
III — Triple — When you next cast an instant or sorcery spell this turn, copy it twice. You may choose new targets for the copies.",3,3,,"Surveil, Double",Final Fantasy,2025-06-13,https://scryfall.com/card/fin/162/summon:-gf-cerberus?utm_source=api
