collector_number,name,mana_cost,cmc,type_line,rarity,colors,color_identity,oracle_text,power,toughness,loyalty,keywords,set_name,released_at,scryfall_uri
95,Archghoul of Thraben,{2}{B},3.0,Creature — Zombie Cleric,uncommon,B,B,"Whenever this creature or another Zombie you control dies, look at the top card of your library. If it's a Zombie card, you may reveal it and put it into your hand. If you don't put the card into your hand, you may put it into your graveyard.",3,2,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/95/archghoul-of-thraben?utm_source=api
96,Asylum Visitor,{1}{B},2.0,Creature — Vampire Wizard,uncommon,B,B,"At the beginning of each player's upkeep, if that player has no cards in hand, you draw a card and you lose 1 life.
Madness {1}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",3,1,,Madness,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/96/asylum-visitor?utm_source=api
97,Blood Artist,{1}{B},2.0,Creature — Vampire,uncommon,B,B,"Whenever this creature or another creature dies, target player loses 1 life and you gain 1 life.",0,1,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/97/blood-artist?utm_source=api
98,Bloodline Keeper // Lord of Lineage,,4.0,Creature — Vampire // Creature — Vampire,mythic,,B,,,,,"Flying, Transform",Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/98/bloodline-keeper-lord-of-lineage?utm_source=api
99,Butcher Ghoul,{1}{B},2.0,Creature — Zombie,common,B,B,"Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)",1,1,,Undying,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/99/butcher-ghoul?utm_source=api
100,Captivating Vampire,{1}{B}{B},3.0,Creature — Vampire,rare,B,B,"Other Vampire creatures you control get +1/+1.
Tap five untapped Vampires you control: Gain control of target creature. It becomes a Vampire in addition to its other types.",2,2,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/100/captivating-vampire?utm_source=api
101,Collective Brutality,{1}{B},2.0,Sorcery,rare,B,B,"Escalate—Discard a card. (Pay this cost for each mode chosen beyond the first.)
Choose one or more —
• Target opponent reveals their hand. You choose an instant or sorcery card from it. That player discards that card.
• Target creature gets -2/-2 until end of turn.
• Target opponent loses 2 life and you gain 2 life.",,,,Escalate,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/101/collective-brutality?utm_source=api
102,Crawl from the Cellar,{B},1.0,Sorcery,common,B,B,"Return target creature card from your graveyard to your hand. Put a +1/+1 counter on up to one target Zombie you control.
Flashback {3}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,Flashback,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/102/crawl-from-the-cellar?utm_source=api
103,Deadly Allure,{B},1.0,Sorcery,uncommon,B,"B, G","Target creature gains deathtouch until end of turn and must be blocked this turn if able.
Flashback {G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,Flashback,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/103/deadly-allure?utm_source=api
104,Demonic Taskmaster,{2}{B},3.0,Creature — Demon,uncommon,B,B,"Flying
At the beginning of your upkeep, sacrifice a creature other than this creature.",4,3,,Flying,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/104/demonic-taskmaster?utm_source=api
105,Desperate Farmer // Depraved Harvester,,3.0,Creature — Human Peasant // Creature — Human Knight,common,,B,,,,,"Lifelink, Transform",Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/105/desperate-farmer-depraved-harvester?utm_source=api
106,Eaten Alive,{B},1.0,Sorcery,common,B,B,"As an additional cost to cast this spell, sacrifice a creature or pay {3}{B}.
Exile target creature or planeswalker.",,,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/106/eaten-alive?utm_source=api
107,Ecstatic Awakener // Awoken Demon,,1.0,Creature — Human Wizard // Creature — Demon,common,,B,,,,,Transform,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/107/ecstatic-awakener-awoken-demon?utm_source=api
108,Edgar's Awakening,{3}{B}{B},5.0,Sorcery,uncommon,B,B,"Return target creature card from your graveyard to the battlefield.
When you discard this card, you may pay {B}. When you do, return target creature card from your graveyard to your hand.",,,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/108/edgars-awakening?utm_source=api
109,Falkenrath Torturer,{2}{B},3.0,Creature — Vampire,common,B,B,"Sacrifice a creature: This creature gains flying until end of turn. If the sacrificed creature was a Human, put a +1/+1 counter on this creature.",2,1,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/109/falkenrath-torturer?utm_source=api
110,Ghoulish Procession,{1}{B},2.0,Enchantment,uncommon,B,B,"Whenever one or more nontoken creatures die, create a 2/2 black Zombie creature token with decayed. This ability triggers only once each turn. (A creature with decayed can't block. When it attacks, sacrifice it at end of combat.)",,,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/110/ghoulish-procession?utm_source=api
111,Gisa's Bidding,{2}{B}{B},4.0,Sorcery,common,B,B,"Create two 2/2 black Zombie creature tokens.
Madness {2}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",,,,Madness,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/111/gisas-bidding?utm_source=api
112,Gluttonous Guest,{2}{B},3.0,Creature — Vampire,common,B,B,"When this creature enters, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this token: Draw a card."")
Whenever you sacrifice a Blood token, you gain 1 life.",1,4,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/112/gluttonous-guest?utm_source=api
113,Graf Rats,{1}{B},2.0,Creature — Rat,uncommon,B,B,"At the beginning of combat on your turn, if you both own and control this creature and a creature named Midnight Scavengers, exile them, then meld them into Chittering Host.",2,1,,Meld,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/113/graf-rats?utm_source=api
114,Gravecrawler,{B},1.0,Creature — Zombie,rare,B,B,"This creature can't block.
You may cast this card from your graveyard as long as you control a Zombie.",2,1,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/114/gravecrawler?utm_source=api
115,Griselbrand,{4}{B}{B}{B}{B},8.0,Legendary Creature — Demon,mythic,B,B,"Flying, lifelink
Pay 7 life: Draw seven cards.",7,7,,"Flying, Lifelink",Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/115/griselbrand?utm_source=api
116,Haunted Dead,{3}{B},4.0,Creature — Zombie,uncommon,B,B,"When this creature enters, create a 1/1 white Spirit creature token with flying.
{1}{B}, Discard two cards: Return this card from your graveyard to the battlefield tapped.",2,2,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/116/haunted-dead?utm_source=api
117,Heartless Summoning,{1}{B},2.0,Enchantment,rare,B,B,"Creature spells you cast cost {2} less to cast.
Creatures you control get -1/-1.",,,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/117/heartless-summoning?utm_source=api
118,Indulgent Aristocrat,{B},1.0,Creature — Vampire Noble,uncommon,B,B,"Lifelink
{2}, Sacrifice a creature: Put a +1/+1 counter on each Vampire you control.",1,1,,Lifelink,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/118/indulgent-aristocrat?utm_source=api
119,Infernal Grasp,{1}{B},2.0,Instant,uncommon,B,B,Destroy target creature. You lose 2 life.,,,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/119/infernal-grasp?utm_source=api
120,Invasion of Innistrad // Deluge of the Dead,,4.0,Battle — Siege // Enchantment,rare,,B,,,,,"Transform, Flash",Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/120/invasion-of-innistrad-deluge-of-the-dead?utm_source=api
121,Killing Wave,{X}{B},1.0,Sorcery,uncommon,B,B,"For each creature, its controller sacrifices it unless they pay X life.",,,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/121/killing-wave?utm_source=api
122,The Meathook Massacre,{X}{B}{B},2.0,Legendary Enchantment,mythic,B,B,"When The Meathook Massacre enters, each creature gets -X/-X until end of turn.
Whenever a creature you control dies, each opponent loses 1 life.
Whenever a creature an opponent controls dies, you gain 1 life.",,,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/122/the-meathook-massacre?utm_source=api
123,Midnight Scavengers,{4}{B},5.0,Creature — Human Rogue,common,B,B,"When this creature enters, you may return target creature card with mana value 3 or less from your graveyard to your hand.
(Melds with Graf Rats.)",3,3,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/123/midnight-scavengers?utm_source=api
123b,Chittering Host,,7.0,Creature — Eldrazi Horror,common,,B,"Haste
Menace (This creature can't be blocked except by two or more creatures.)
When this creature enters, other creatures you control get +1/+0 and gain menace until end of turn.",5,6,,"Haste, Menace",Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/123b/chittering-host?utm_source=api
124,Morbid Opportunist,{2}{B},3.0,Creature — Human Rogue,uncommon,B,B,"Whenever one or more other creatures die, draw a card. This ability triggers only once each turn.",1,3,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/124/morbid-opportunist?utm_source=api
125,Morkrut Banshee,{3}{B}{B},5.0,Creature — Spirit,uncommon,B,B,"Morbid — When this creature enters, if a creature died this turn, target creature gets -4/-4 until end of turn.",4,4,,Morbid,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/125/morkrut-banshee?utm_source=api
126,Murderous Compulsion,{1}{B},2.0,Sorcery,common,B,B,"Destroy target tapped creature.
Madness {1}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",,,,Madness,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/126/murderous-compulsion?utm_source=api
127,Olivia's Dragoon,{1}{B},2.0,Creature — Vampire Berserker,common,B,B,Discard a card: This creature gains flying until end of turn.,2,2,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/127/olivias-dragoon?utm_source=api
128,Restless Bloodseeker // Bloodsoaked Reveler,,2.0,Creature — Vampire // Creature — Vampire,uncommon,,B,,,,,Transform,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/128/restless-bloodseeker-bloodsoaked-reveler?utm_source=api
129,Sanitarium Skeleton,{B},1.0,Creature — Skeleton,common,B,B,{2}{B}: Return this card from your graveyard to your hand.,1,2,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/129/sanitarium-skeleton?utm_source=api
130,Sever the Bloodline,{3}{B},4.0,Sorcery,uncommon,B,B,"Exile target creature and all other creatures with the same name as that creature.
Flashback {5}{B}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,Flashback,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/130/sever-the-bloodline?utm_source=api
131,Siege Zombie,{1}{B},2.0,Creature — Zombie,common,B,B,Tap three untapped creatures you control: Each opponent loses 1 life.,2,2,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/131/siege-zombie?utm_source=api
132,Skirsdag High Priest,{1}{B},2.0,Creature — Human Cleric,rare,B,B,"Morbid — {T}, Tap two untapped creatures you control: Create a 5/5 black Demon creature token with flying. Activate only if a creature died this turn.",1,2,,Morbid,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/132/skirsdag-high-priest?utm_source=api
133,"Sorin, Imperious Bloodlord",{2}{B},3.0,Legendary Planeswalker — Sorin,mythic,B,B,"+1: Target creature you control gains deathtouch and lifelink until end of turn. If it's a Vampire, put a +1/+1 counter on it.
+1: You may sacrifice a Vampire. When you do, Sorin deals 3 damage to any target and you gain 3 life.
−3: You may put a Vampire creature card from your hand onto the battlefield.",,,4,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/133/sorin-imperious-bloodlord?utm_source=api
134,Tragic Slip,{B},1.0,Instant,common,B,B,"Target creature gets -1/-1 until end of turn.
Morbid — That creature gets -13/-13 until end of turn instead if a creature died this turn.",,,,Morbid,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/134/tragic-slip?utm_source=api
135,Tree of Perdition,{3}{B},4.0,Creature — Plant,rare,B,B,"Defender
{T}: Exchange target opponent's life total with this creature's toughness.",0,13,,Defender,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/135/tree-of-perdition?utm_source=api
136,Triskaidekaphobia,{3}{B},4.0,Enchantment,uncommon,B,B,"At the beginning of your upkeep, choose one —
• Each player with exactly 13 life loses the game, then each player gains 1 life.
• Each player with exactly 13 life loses the game, then each player loses 1 life.",,,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/136/triskaidekaphobia?utm_source=api
137,Village Rites,{B},1.0,Instant,common,B,B,"As an additional cost to cast this spell, sacrifice a creature.
Draw two cards.",,,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/137/village-rites?utm_source=api
138,Voldaren Bloodcaster // Bloodbat Summoner,,2.0,Creature — Vampire Wizard // Creature — Vampire Wizard,rare,,B,,,,,"Flying, Transform",Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/138/voldaren-bloodcaster-bloodbat-summoner?utm_source=api
139,Abrade,{1}{R},2.0,Instant,common,R,R,"Choose one —
• Abrade deals 3 damage to target creature.
• Destroy target artifact.",,,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/139/abrade?utm_source=api
140,Alchemist's Greeting,{4}{R},5.0,Sorcery,common,R,R,"Alchemist's Greeting deals 4 damage to target creature.
Madness {1}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",,,,Madness,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/140/alchemists-greeting?utm_source=api
141,Ancestral Anger,{R},1.0,Sorcery,common,R,R,"Target creature gains trample and gets +X/+0 until end of turn, where X is 1 plus the number of cards named Ancestral Anger in your graveyard.
Draw a card.",,,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/141/ancestral-anger?utm_source=api
142,Bedlam Reveler,{6}{R}{R},8.0,Creature — Devil Horror,rare,R,R,"This spell costs {1} less to cast for each instant and sorcery card in your graveyard.
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
When this creature enters, discard your hand, then draw three cards.",3,4,,Prowess,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/142/bedlam-reveler?utm_source=api
143,Blood Mist,{3}{R},4.0,Enchantment,uncommon,R,R,"At the beginning of combat on your turn, target creature you control gains double strike until end of turn.",,,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/143/blood-mist?utm_source=api
144,Blood Petal Celebrant,{1}{R},2.0,Creature — Vampire,common,R,R,"This creature has first strike as long as it's attacking.
When this creature dies, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this token: Draw a card."")",2,1,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/144/blood-petal-celebrant?utm_source=api
145,Bloodmad Vampire,{2}{R},3.0,Creature — Vampire Berserker,common,R,R,"Whenever this creature deals combat damage to a player, put a +1/+1 counter on it.
Madness {1}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",4,1,,Madness,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/145/bloodmad-vampire?utm_source=api
146,Borrowed Hostility,{R},1.0,Instant,common,R,R,"Escalate {3} (Pay this cost for each mode chosen beyond the first.)
Choose one or both —
• Target creature gets +3/+0 until end of turn.
• Target creature gains first strike until end of turn.",,,,Escalate,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/146/borrowed-hostility?utm_source=api
147,Burning Vengeance,{2}{R},3.0,Enchantment,uncommon,R,R,"Whenever you cast a spell from your graveyard, this enchantment deals 2 damage to any target.",,,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/147/burning-vengeance?utm_source=api
148,"Chandra, Dressed to Kill",{1}{R}{R},3.0,Legendary Planeswalker — Chandra,mythic,R,R,"+1: Add {R}. Chandra deals 1 damage to up to one target player or planeswalker.
+1: Exile the top card of your library. If it's red, you may cast it this turn.
−7: Exile the top five cards of your library. You may cast red spells from among them this turn. You get an emblem with ""Whenever you cast a red spell, this emblem deals X damage to any target, where X is the amount of mana spent to cast that spell.""",,,3,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/148/chandra-dressed-to-kill?utm_source=api
149,Collective Defiance,{1}{R}{R},3.0,Sorcery,rare,R,R,"Escalate {1} (Pay this cost for each mode chosen beyond the first.)
Choose one or more —
• Target player discards all the cards in their hand, then draws that many cards.
• Collective Defiance deals 4 damage to target creature.
• Collective Defiance deals 3 damage to target opponent or planeswalker.",,,,Escalate,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/149/collective-defiance?utm_source=api
150,Conduit of Storms // Conduit of Emrakul,,3.0,Creature — Werewolf Horror // Creature — Eldrazi Werewolf,common,,R,,,,,Transform,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/150/conduit-of-storms-conduit-of-emrakul?utm_source=api
151,Faithless Looting,{R},1.0,Sorcery,common,R,R,"Draw two cards, then discard two cards.
Flashback {2}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,Flashback,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/151/faithless-looting?utm_source=api
152,Falkenrath Gorger,{R},1.0,Creature — Vampire Berserker,rare,R,R,"Each Vampire creature card you own that isn't on the battlefield has madness. The madness cost is equal to its mana cost. (If you discard a card with madness, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",2,1,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/152/falkenrath-gorger?utm_source=api
153,Festival Crasher,{1}{R},2.0,Creature — Devil,common,R,R,"Whenever you cast an instant or sorcery spell, this creature gets +2/+0 until end of turn.",1,3,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/153/festival-crasher?utm_source=api
154,Fiery Temper,{1}{R}{R},3.0,Instant,uncommon,R,R,"Fiery Temper deals 3 damage to any target.
Madness {R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",,,,Madness,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/154/fiery-temper?utm_source=api
155,Furyblade Vampire,{1}{R},2.0,Creature — Vampire Berserker,uncommon,R,R,"Trample
At the beginning of combat on your turn, you may discard a card. If you do, this creature gets +3/+0 until end of turn.",1,2,,Trample,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/155/furyblade-vampire?utm_source=api
156,Geier Reach Bandit // Vildin-Pack Alpha,,3.0,Creature — Human Rogue Werewolf // Creature — Werewolf,uncommon,,R,,,,,"Transform, Haste",Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/156/geier-reach-bandit-vildin-pack-alpha?utm_source=api
157,Hanweir Garrison,{2}{R},3.0,Creature — Human Soldier,rare,R,R,"Whenever this creature attacks, create two 1/1 red Human creature tokens that are tapped and attacking.
(Melds with Hanweir Battlements.)",2,3,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/157/hanweir-garrison?utm_source=api
157b,"Hanweir, the Writhing Township",,3.0,Legendary Creature — Eldrazi Ooze,rare,,R,"Trample, haste
Whenever Hanweir attacks, create two 3/2 colorless Eldrazi Horror creature tokens that are tapped and attacking.",7,4,,"Haste, Trample",Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/157b/hanweir-the-writhing-township?utm_source=api
158,Hanweir Watchkeep // Bane of Hanweir,,3.0,Creature — Human Warrior Werewolf // Creature — Werewolf,common,,R,,,,,"Transform, Defender",Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/158/hanweir-watchkeep-bane-of-hanweir?utm_source=api
159,Honeymoon Hearse,{2}{R},3.0,Artifact — Vehicle,uncommon,R,R,"Trample
Tap two untapped creatures you control: This Vehicle becomes an artifact creature until end of turn.",5,5,,Trample,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/159/honeymoon-hearse?utm_source=api
160,Hungry Ridgewolf,{1}{R},2.0,Creature — Wolf,common,R,R,"As long as you control another Wolf or Werewolf, this creature gets +1/+0 and has trample.",2,2,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/160/hungry-ridgewolf?utm_source=api
161,Kruin Outlaw // Terror of Kruin Pass,,3.0,Creature — Human Rogue Werewolf // Creature — Werewolf,rare,,R,,,,,"Transform, First strike, Double strike",Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/161/kruin-outlaw-terror-of-kruin-pass?utm_source=api
162,Lightning Axe,{R},1.0,Instant,uncommon,R,R,"As an additional cost to cast this spell, discard a card or pay {5}.
Lightning Axe deals 5 damage to target creature.",,,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/162/lightning-axe?utm_source=api
163,Lightning Mauler,{1}{R},2.0,Creature — Human Berserker,uncommon,R,R,"Soulbond (You may pair this creature with another unpaired creature when either enters. They remain paired for as long as you control both of them.)
As long as this creature is paired with another creature, both creatures have haste.",2,1,,Soulbond,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/163/lightning-mauler?utm_source=api
164,Mass Hysteria,{R},1.0,Enchantment,rare,R,R,All creatures have haste.,,,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/164/mass-hysteria?utm_source=api
165,Mirrorwing Dragon,{3}{R}{R},5.0,Creature — Dragon,mythic,R,R,"Flying
Whenever a player casts an instant or sorcery spell that targets only this creature, that player copies that spell for each other creature they control that the spell could target. Each copy targets a different one of those creatures.",4,5,,Flying,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/165/mirrorwing-dragon?utm_source=api
166,Neonate's Rush,{2}{R},3.0,Instant,common,R,R,"This spell costs {1} less to cast if you control a Vampire.
Neonate's Rush deals 1 damage to target creature and 1 damage to its controller. Draw a card.",,,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/166/neonates-rush?utm_source=api
167,Reforge the Soul,{3}{R}{R},5.0,Sorcery,rare,R,R,"Each player discards their hand, then draws seven cards.
Miracle {1}{R} (You may cast this card for its miracle cost when you draw it if it's the first card you drew this turn.)",,,,Miracle,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/167/reforge-the-soul?utm_source=api
168,Runebound Wolf,{1}{R},2.0,Creature — Wolf,uncommon,R,R,"{3}{R}, {T}: This creature deals damage equal to the number of Wolves and Werewolves you control to target opponent.",2,2,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/168/runebound-wolf?utm_source=api
169,Savage Alliance,{2}{R},3.0,Instant,uncommon,R,R,"Escalate {1} (Pay this cost for each mode chosen beyond the first.)
Choose one or more —
• Creatures target player controls gain trample until end of turn.
• Savage Alliance deals 2 damage to target creature.
• Savage Alliance deals 1 damage to each creature target opponent controls.",,,,Escalate,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/169/savage-alliance?utm_source=api
170,Seize the Storm,{4}{R},5.0,Sorcery,common,R,R,"Create a red Elemental creature token with trample and ""This token's power and toughness are each equal to the number of instant and sorcery cards in your graveyard plus the number of cards with flashback you own in exile.""
Flashback {6}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,Flashback,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/170/seize-the-storm?utm_source=api
171,Smoldering Werewolf // Erupting Dreadwolf,,4.0,Creature — Werewolf Horror // Creature — Eldrazi Werewolf,uncommon,,R,,,,,Transform,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/171/smoldering-werewolf-erupting-dreadwolf?utm_source=api
172,Stensia Masquerade,{2}{R},3.0,Enchantment,uncommon,R,R,"Attacking creatures you control have first strike.
Whenever a Vampire you control deals combat damage to a player, put a +1/+1 counter on it.
Madness {2}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",,,,Madness,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/172/stensia-masquerade?utm_source=api
173,Stromkirk Occultist,{2}{R},3.0,Creature — Vampire Horror,uncommon,R,R,"Trample
Whenever this creature deals combat damage to a player, exile the top card of your library. Until end of turn, you may play that card.
Madness {1}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",3,2,,"Madness, Trample",Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/173/stromkirk-occultist?utm_source=api
174,Thermo-Alchemist,{1}{R},2.0,Creature — Human Shaman,uncommon,R,R,"Defender
{T}: This creature deals 1 damage to each opponent.
Whenever you cast an instant or sorcery spell, untap this creature.",0,3,,Defender,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/174/thermo-alchemist?utm_source=api
175,Through the Breach,{4}{R},5.0,Instant — Arcane,mythic,R,R,"You may put a creature card from your hand onto the battlefield. That creature gains haste. Sacrifice that creature at the beginning of the next end step.
Splice onto Arcane {2}{R}{R} (As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)",,,,Splice,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/175/through-the-breach?utm_source=api
176,Ulrich's Kindred,{2}{R},3.0,Creature — Wolf,uncommon,R,"G, R","Trample
{3}{G}: Target attacking Wolf or Werewolf gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",3,2,,Trample,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/176/ulrichs-kindred?utm_source=api
177,Uncaged Fury,{2}{R},3.0,Instant,uncommon,R,R,Target creature gets +1/+1 and gains double strike until end of turn.,,,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/177/uncaged-fury?utm_source=api
178,Vexing Devil,{R},1.0,Creature — Devil,rare,R,R,"When this creature enters, any opponent may have it deal 4 damage to them. If a player does, sacrifice this creature.",4,3,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/178/vexing-devil?utm_source=api
179,Village Messenger // Moonrise Intruder,,1.0,Creature — Human Werewolf // Creature — Werewolf,common,,R,,,,,"Transform, Haste, Menace",Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/179/village-messenger-moonrise-intruder?utm_source=api
180,Voldaren Ambusher,{2}{R},3.0,Creature — Vampire Archer,uncommon,R,R,"When this creature enters, if an opponent lost life this turn, it deals X damage to up to one target creature or planeswalker, where X is the number of Vampires you control.",2,2,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/180/voldaren-ambusher?utm_source=api
181,Voldaren Duelist,{3}{R},4.0,Creature — Vampire Warrior,common,R,R,"Haste
When this creature enters, target creature can't block this turn.",3,2,,Haste,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/181/voldaren-duelist?utm_source=api
182,Voldaren Epicure,{R},1.0,Creature — Vampire,common,R,R,"When this creature enters, it deals 1 damage to each opponent. Create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this token: Draw a card."")",1,1,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/182/voldaren-epicure?utm_source=api
183,Zealous Conscripts,{4}{R},5.0,Creature — Human Warrior,rare,R,R,"Haste
When this creature enters, gain control of target permanent until end of turn. Untap that permanent. It gains haste until end of turn.",3,3,,Haste,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/183/zealous-conscripts?utm_source=api
184,Abundant Growth,{G},1.0,Enchantment — Aura,common,G,G,"Enchant land
When this Aura enters, draw a card.
Enchanted land has ""{T}: Add one mana of any color.""",,,,Enchant,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/184/abundant-growth?utm_source=api
185,Aim High,{1}{G},2.0,Instant,common,G,G,Untap target creature. It gets +2/+2 and gains reach until end of turn.,,,,,Innistrad Remastered,2025-01-24,https://scryfall.com/card/inr/185/aim-high?utm_source=api
