collector_number,name,mana_cost,cmc,type_line,rarity,colors,color_identity,oracle_text,power,toughness,loyalty,keywords,set_name,released_at,scryfall_uri
92,Rite of the Dragoncaller,{4}{R}{R},6.0,Enchantment,mythic,R,R,"Whenever you cast an instant or sorcery spell, create a 5/5 red Dragon creature token with flying.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/92/rite-of-the-dragoncaller?utm_source=api
93,Searslicer Goblin,{1}{R},2.0,Creature — Goblin Warrior,rare,R,R,"Raid — At the beginning of your end step, if you attacked this turn, create a 1/1 red Goblin creature token.",2,1,,Raid,Foundations,2024-11-15,https://scryfall.com/card/fdn/93/searslicer-goblin?utm_source=api
94,Slumbering Cerberus,{1}{R},2.0,Creature — Dog,uncommon,R,R,"This creature doesn't untap during your untap step.
Morbid — At the beginning of each end step, if a creature died this turn, untap this creature.",4,2,,Morbid,Foundations,2024-11-15,https://scryfall.com/card/fdn/94/slumbering-cerberus?utm_source=api
95,Sower of Chaos,{3}{R},4.0,Creature — Devil,common,R,R,{2}{R}: Target creature can't block this turn.,4,3,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/95/sower-of-chaos?utm_source=api
96,Strongbox Raider,{2}{R}{R},4.0,Creature — Orc Pirate,uncommon,R,R,"Raid — When this creature enters, if you attacked this turn, exile the top two cards of your library. Choose one of them. Until the end of your next turn, you may play that card.",5,2,,Raid,Foundations,2024-11-15,https://scryfall.com/card/fdn/96/strongbox-raider?utm_source=api
97,Twinflame Tyrant,{3}{R}{R},5.0,Creature — Dragon,mythic,R,R,"Flying
If a source you control would deal damage to an opponent or a permanent an opponent controls, it deals double that damage instead.",3,5,,Flying,Foundations,2024-11-15,https://scryfall.com/card/fdn/97/twinflame-tyrant?utm_source=api
98,Ambush Wolf,{2}{G},3.0,Creature — Wolf,common,G,G,"Flash (You may cast this spell any time you could cast an instant.)
When this creature enters, exile up to one target card from a graveyard.",4,2,,Flash,Foundations,2024-11-15,https://scryfall.com/card/fdn/98/ambush-wolf?utm_source=api
99,Apothecary Stomper,{4}{G}{G},6.0,Creature — Elephant,common,G,G,"Vigilance (Attacking doesn't cause this creature to tap.)
When this creature enters, choose one —
• Put two +1/+1 counters on target creature you control.
• You gain 4 life.",4,4,,Vigilance,Foundations,2024-11-15,https://scryfall.com/card/fdn/99/apothecary-stomper?utm_source=api
100,Beast-Kin Ranger,{2}{G},3.0,Creature — Elf Ranger,common,G,G,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Whenever another creature you control enters, this creature gets +1/+0 until end of turn.",3,3,,Trample,Foundations,2024-11-15,https://scryfall.com/card/fdn/100/beast-kin-ranger?utm_source=api
101,Cackling Prowler,{3}{G},4.0,Creature — Hyena Rogue,common,G,G,"Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
Morbid — At the beginning of your end step, if a creature died this turn, put a +1/+1 counter on this creature.",4,3,,"Ward, Morbid",Foundations,2024-11-15,https://scryfall.com/card/fdn/101/cackling-prowler?utm_source=api
102,Eager Trufflesnout,{2}{G},3.0,Creature — Boar,uncommon,G,G,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Whenever this creature deals combat damage to a player, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")",4,2,,"Food, Trample",Foundations,2024-11-15,https://scryfall.com/card/fdn/102/eager-trufflesnout?utm_source=api
103,Elfsworn Giant,{3}{G}{G},5.0,Creature — Giant,common,G,G,"Reach (This creature can block creatures with flying.)
Landfall — Whenever a land you control enters, create a 1/1 green Elf Warrior creature token.",5,3,,"Reach, Landfall",Foundations,2024-11-15,https://scryfall.com/card/fdn/103/elfsworn-giant?utm_source=api
104,Elvish Regrower,{2}{G}{G},4.0,Creature — Elf Druid,uncommon,G,G,"When this creature enters, return target permanent card from your graveyard to your hand.",4,3,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/104/elvish-regrower?utm_source=api
105,Felling Blow,{2}{G},3.0,Sorcery,uncommon,G,G,Put a +1/+1 counter on target creature you control. Then that creature deals damage equal to its power to target creature an opponent controls.,,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/105/felling-blow?utm_source=api
106,"Loot, Exuberant Explorer",{2}{G},3.0,Legendary Creature — Beast Noble,rare,G,G,"You may play an additional land on each of your turns.
{4}{G}{G}, {T}: Look at the top six cards of your library. You may reveal a creature card with mana value less than or equal to the number of lands you control from among them and put it onto the battlefield. Put the rest on the bottom in a random order.",1,4,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/106/loot-exuberant-explorer?utm_source=api
107,Mossborn Hydra,{2}{G},3.0,Creature — Elemental Hydra,rare,G,G,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
This creature enters with a +1/+1 counter on it.
Landfall — Whenever a land you control enters, double the number of +1/+1 counters on this creature.",0,0,,"Trample, Landfall",Foundations,2024-11-15,https://scryfall.com/card/fdn/107/mossborn-hydra?utm_source=api
108,Needletooth Pack,{3}{G}{G},5.0,Creature — Dinosaur,uncommon,G,G,"Morbid — At the beginning of your end step, if a creature died this turn, put two +1/+1 counters on target creature you control.",4,5,,Morbid,Foundations,2024-11-15,https://scryfall.com/card/fdn/108/needletooth-pack?utm_source=api
109,Preposterous Proportions,{5}{G}{G},7.0,Sorcery,rare,G,G,Creatures you control get +10/+10 and gain vigilance until end of turn.,,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/109/preposterous-proportions?utm_source=api
110,Quakestrider Ceratops,{3}{G}{G}{G},6.0,Creature — Dinosaur,uncommon,G,G,,12,8,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/110/quakestrider-ceratops?utm_source=api
111,Quilled Greatwurm,{4}{G}{G},6.0,Creature — Wurm,mythic,G,G,"Trample
Whenever a creature you control deals combat damage during your turn, put that many +1/+1 counters on it. (It must survive to get the counters.)
You may cast this card from your graveyard by removing six counters from among creatures you control in addition to paying its other costs.",7,7,,Trample,Foundations,2024-11-15,https://scryfall.com/card/fdn/111/quilled-greatwurm?utm_source=api
112,Spinner of Souls,{2}{G},3.0,Creature — Spider Spirit,rare,G,G,"Reach
Whenever another nontoken creature you control dies, you may reveal cards from the top of your library until you reveal a creature card. Put that card into your hand and the rest on the bottom of your library in a random order.",4,3,,Reach,Foundations,2024-11-15,https://scryfall.com/card/fdn/112/spinner-of-souls?utm_source=api
113,Sylvan Scavenging,{1}{G}{G},3.0,Enchantment,rare,G,G,"At the beginning of your end step, choose one —
• Put a +1/+1 counter on target creature you control.
• Create a 3/3 green Raccoon creature token if you control a creature with power 4 or greater.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/113/sylvan-scavenging?utm_source=api
114,Treetop Snarespinner,{3}{G},4.0,Creature — Spider,common,G,G,"Reach (This creature can block creatures with flying.)
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
{2}{G}: Put a +1/+1 counter on target creature you control. Activate only as a sorcery.",1,4,,"Reach, Deathtouch",Foundations,2024-11-15,https://scryfall.com/card/fdn/114/treetop-snarespinner?utm_source=api
115,"Alesha, Who Laughs at Fate",{1}{B}{R},3.0,Legendary Creature — Human Warrior,rare,"B, R","B, R","First strike
Whenever Alesha attacks, put a +1/+1 counter on it.
Raid — At the beginning of your end step, if you attacked this turn, return target creature card with mana value less than or equal to Alesha's power from your graveyard to the battlefield.",2,2,,"First strike, Raid",Foundations,2024-11-15,https://scryfall.com/card/fdn/115/alesha-who-laughs-at-fate?utm_source=api
116,Anthem of Champions,{G}{W},2.0,Enchantment,rare,"G, W","G, W",Creatures you control get +1/+1.,,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/116/anthem-of-champions?utm_source=api
117,Ashroot Animist,{2}{R}{G},4.0,Creature — Lizard Druid,rare,"G, R","G, R","Trample
Whenever this creature attacks, another target creature you control gains trample and gets +X/+X until end of turn, where X is this creature's power.",4,4,,Trample,Foundations,2024-11-15,https://scryfall.com/card/fdn/117/ashroot-animist?utm_source=api
118,Dreadwing Scavenger,{1}{U}{B},3.0,Creature — Nightmare Bird,uncommon,"B, U","B, U","Flying
Whenever this creature enters or attacks, draw a card, then discard a card.
Threshold — This creature gets +1/+1 and has deathtouch as long as there are seven or more cards in your graveyard.",2,2,,"Flying, Threshold",Foundations,2024-11-15,https://scryfall.com/card/fdn/118/dreadwing-scavenger?utm_source=api
119,"Elenda, Saint of Dusk",{2}{W}{B},4.0,Legendary Creature — Vampire Knight,rare,"B, W","B, W","Lifelink, hexproof from instants
As long as your life total is greater than your starting life total, Elenda gets +1/+1 and has menace. Elenda gets an additional +5/+5 as long as your life total is at least 10 greater than your starting life total.",4,4,,"Lifelink, Hexproof from, Hexproof",Foundations,2024-11-15,https://scryfall.com/card/fdn/119/elenda-saint-of-dusk?utm_source=api
120,Fiendish Panda,{2}{W}{B},4.0,Creature — Bear Demon,uncommon,"B, W","B, W","Whenever you gain life, put a +1/+1 counter on this creature.
When this creature dies, return another target non-Bear creature card with mana value less than or equal to this creature's power from your graveyard to the battlefield.",3,2,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/120/fiendish-panda?utm_source=api
121,"Koma, World-Eater",{3}{G}{G}{U}{U},7.0,Legendary Creature — Serpent,rare,"G, U","G, U","This spell can't be countered.
Trample, ward {4}
Whenever Koma deals combat damage to a player, create four 3/3 blue Serpent creature tokens named Koma's Coil.",8,12,,"Trample, Ward",Foundations,2024-11-15,https://scryfall.com/card/fdn/121/koma-world-eater?utm_source=api
122,"Kykar, Zephyr Awakener",{2}{W}{U},4.0,Legendary Creature — Bird Wizard,rare,"U, W","U, W","Flying
Whenever you cast a noncreature spell, choose one —
• Exile another target creature you control. Return that card to the battlefield under its owner's control at the beginning of the next end step.
• Create a 1/1 white Spirit creature token with flying.",3,4,,Flying,Foundations,2024-11-15,https://scryfall.com/card/fdn/122/kykar-zephyr-awakener?utm_source=api
123,"Niv-Mizzet, Visionary",{4}{U}{R},6.0,Legendary Creature — Dragon Wizard,mythic,"R, U","R, U","Flying
You have no maximum hand size.
Whenever a source you control deals noncombat damage to an opponent, you draw that many cards.",5,5,,Flying,Foundations,2024-11-15,https://scryfall.com/card/fdn/123/niv-mizzet-visionary?utm_source=api
124,Perforating Artist,{1}{B}{R},3.0,Creature — Devil,uncommon,"B, R","B, R","Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Raid — At the beginning of your end step, if you attacked this turn, each opponent loses 3 life unless that player sacrifices a nonland permanent of their choice or discards a card.",3,2,,"Raid, Deathtouch",Foundations,2024-11-15,https://scryfall.com/card/fdn/124/perforating-artist?utm_source=api
125,Wardens of the Cycle,{1}{B}{G}{G},4.0,Creature — Elf Warlock,uncommon,"B, G","B, G","Morbid — At the beginning of your end step, if a creature died this turn, choose one —
• You gain 2 life.
• You draw a card and you lose 1 life.",3,4,,Morbid,Foundations,2024-11-15,https://scryfall.com/card/fdn/125/wardens-of-the-cycle?utm_source=api
126,"Zimone, Paradox Sculptor",{2}{G}{U},4.0,Legendary Creature — Human Wizard,mythic,"G, U","G, U","At the beginning of combat on your turn, put a +1/+1 counter on each of up to two target creatures you control.
{G}{U}, {T}: Double the number of each kind of counter on up to two target creatures and/or artifacts you control.",1,4,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/126/zimone-paradox-sculptor?utm_source=api
127,Banner of Kinship,{5},5.0,Artifact,rare,,,"As this artifact enters, choose a creature type. This artifact enters with a fellowship counter on it for each creature you control of the chosen type.
Creatures you control of the chosen type get +1/+1 for each fellowship counter on this artifact.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/127/banner-of-kinship?utm_source=api
128,Fishing Pole,{1},1.0,Artifact — Equipment,uncommon,,,"Equipped creature has ""{1}, {T}, Tap Fishing Pole: Put a bait counter on Fishing Pole.""
Whenever equipped creature becomes untapped, remove a bait counter from this Equipment. If you do, create a 1/1 blue Fish creature token.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",,,,Equip,Foundations,2024-11-15,https://scryfall.com/card/fdn/128/fishing-pole?utm_source=api
129,Leyline Axe,{4},4.0,Artifact — Equipment,rare,,,"If this card is in your opening hand, you may begin the game with it on the battlefield.
Equipped creature gets +1/+1 and has double strike and trample.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",,,,Equip,Foundations,2024-11-15,https://scryfall.com/card/fdn/129/leyline-axe?utm_source=api
130,Quick-Draw Katana,{2},2.0,Artifact — Equipment,common,,,"During your turn, equipped creature gets +2/+0 and has first strike. (It deals combat damage before creatures without first strike.)
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",,,,Equip,Foundations,2024-11-15,https://scryfall.com/card/fdn/130/quick-draw-katana?utm_source=api
131,Ravenous Amulet,{2},2.0,Artifact,uncommon,,,"{1}, {T}, Sacrifice a creature: Draw a card and put a soul counter on this artifact. Activate only as a sorcery.
{4}, {T}, Sacrifice this artifact: Each opponent loses life equal to the number of soul counters on this artifact.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/131/ravenous-amulet?utm_source=api
132,Scrawling Crawler,{3},3.0,Artifact Creature — Phyrexian Construct,rare,,,"At the beginning of your upkeep, each player draws a card.
Whenever an opponent draws a card, that player loses 1 life.",3,2,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/132/scrawling-crawler?utm_source=api
133,Soulstone Sanctuary,,0.0,Land,rare,,,"{T}: Add {C}.
{4}: This land becomes a 3/3 creature with vigilance and all creature types. It's still a land.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/133/soulstone-sanctuary?utm_source=api
134,"Ajani, Caller of the Pride",{1}{W}{W},3.0,Legendary Planeswalker — Ajani,mythic,W,W,"+1: Put a +1/+1 counter on up to one target creature.
−3: Target creature gains flying and double strike until end of turn.
−8: Create X 2/2 white Cat creature tokens, where X is your life total.",,,4,,Foundations,2024-11-15,https://scryfall.com/card/fdn/134/ajani-caller-of-the-pride?utm_source=api
135,Ajani's Pridemate,{1}{W},2.0,Creature — Cat Soldier,uncommon,W,W,"Whenever you gain life, put a +1/+1 counter on this creature.",2,2,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/135/ajanis-pridemate?utm_source=api
136,Angel of Finality,{3}{W},4.0,Creature — Angel,uncommon,W,W,"Flying
When this creature enters, exile target player's graveyard.",3,4,,Flying,Foundations,2024-11-15,https://scryfall.com/card/fdn/136/angel-of-finality?utm_source=api
137,Authority of the Consuls,{W},1.0,Enchantment,rare,W,W,"Creatures your opponents control enter tapped.
Whenever a creature an opponent controls enters, you gain 1 life.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/137/authority-of-the-consuls?utm_source=api
138,Banishing Light,{2}{W},3.0,Enchantment,common,W,W,"When this enchantment enters, exile target nonland permanent an opponent controls until this enchantment leaves the battlefield.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/138/banishing-light?utm_source=api
139,Cathar Commando,{1}{W},2.0,Creature — Human Soldier,common,W,W,"Flash
{1}, Sacrifice this creature: Destroy target artifact or enchantment.",3,1,,Flash,Foundations,2024-11-15,https://scryfall.com/card/fdn/139/cathar-commando?utm_source=api
140,Day of Judgment,{2}{W}{W},4.0,Sorcery,rare,W,W,Destroy all creatures.,,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/140/day-of-judgment?utm_source=api
141,"Giada, Font of Hope",{1}{W},2.0,Legendary Creature — Angel,rare,W,W,"Flying, vigilance
Each other Angel you control enters with an additional +1/+1 counter on it for each Angel you already control.
{T}: Add {W}. Spend this mana only to cast an Angel spell.",2,2,,"Flying, Vigilance",Foundations,2024-11-15,https://scryfall.com/card/fdn/141/giada-font-of-hope?utm_source=api
142,Healer's Hawk,{W},1.0,Creature — Bird,common,W,W,"Flying
Lifelink (Damage dealt by this creature also causes you to gain that much life.)",1,1,,"Flying, Lifelink",Foundations,2024-11-15,https://scryfall.com/card/fdn/142/healers-hawk?utm_source=api
143,Make Your Move,{2}{W},3.0,Instant,common,W,W,"Destroy target artifact, enchantment, or creature with power 4 or greater.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/143/make-your-move?utm_source=api
144,Mischievous Pup,{2}{W},3.0,Creature — Dog,uncommon,W,W,"Flash (You may cast this spell any time you could cast an instant.)
When this creature enters, return up to one other target permanent you control to its owner's hand.",3,1,,Flash,Foundations,2024-11-15,https://scryfall.com/card/fdn/144/mischievous-pup?utm_source=api
145,Resolute Reinforcements,{1}{W},2.0,Creature — Human Soldier,uncommon,W,W,"Flash (You may cast this spell any time you could cast an instant.)
When this creature enters, create a 1/1 white Soldier creature token.",1,1,,Flash,Foundations,2024-11-15,https://scryfall.com/card/fdn/145/resolute-reinforcements?utm_source=api
146,Savannah Lions,{W},1.0,Creature — Cat,uncommon,W,W,,2,1,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/146/savannah-lions?utm_source=api
147,Serra Angel,{3}{W}{W},5.0,Creature — Angel,uncommon,W,W,"Flying
Vigilance (Attacking doesn't cause this creature to tap.)",4,4,,"Flying, Vigilance",Foundations,2024-11-15,https://scryfall.com/card/fdn/147/serra-angel?utm_source=api
148,Stroke of Midnight,{2}{W},3.0,Instant,uncommon,W,W,Destroy target nonland permanent. Its controller creates a 1/1 white Human creature token.,,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/148/stroke-of-midnight?utm_source=api
149,Youthful Valkyrie,{1}{W},2.0,Creature — Angel,uncommon,W,W,"Flying
Whenever another Angel you control enters, put a +1/+1 counter on this creature.",1,3,,Flying,Foundations,2024-11-15,https://scryfall.com/card/fdn/149/youthful-valkyrie?utm_source=api
150,Aegis Turtle,{U},1.0,Creature — Turtle,common,U,U,,0,5,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/150/aegis-turtle?utm_source=api
151,Aetherize,{3}{U},4.0,Instant,uncommon,U,U,Return all attacking creatures to their owner's hand.,,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/151/aetherize?utm_source=api
152,Brineborn Cutthroat,{1}{U},2.0,Creature — Merfolk Pirate,uncommon,U,U,"Flash (You may cast this spell any time you could cast an instant.)
Whenever you cast a spell during an opponent's turn, put a +1/+1 counter on this creature.",2,1,,Flash,Foundations,2024-11-15,https://scryfall.com/card/fdn/152/brineborn-cutthroat?utm_source=api
153,Essence Scatter,{1}{U},2.0,Instant,uncommon,U,U,Counter target creature spell.,,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/153/essence-scatter?utm_source=api
154,Extravagant Replication,{4}{U}{U},6.0,Enchantment,rare,U,U,"At the beginning of your upkeep, create a token that's a copy of another target nonland permanent you control.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/154/extravagant-replication?utm_source=api
155,Fleeting Distraction,{U},1.0,Instant,common,U,U,"Target creature gets -1/-0 until end of turn.
Draw a card.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/155/fleeting-distraction?utm_source=api
156,Imprisoned in the Moon,{2}{U},3.0,Enchantment — Aura,uncommon,U,U,"Enchant creature, land, or planeswalker
Enchanted permanent is a colorless land with ""{T}: Add {C}"" and loses all other card types and abilities.",,,,Enchant,Foundations,2024-11-15,https://scryfall.com/card/fdn/156/imprisoned-in-the-moon?utm_source=api
157,Lightshell Duo,{3}{U},4.0,Creature — Rat Otter,common,U,U,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
When this creature enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",3,4,,"Surveil, Prowess",Foundations,2024-11-15,https://scryfall.com/card/fdn/157/lightshell-duo?utm_source=api
158,Micromancer,{3}{U},4.0,Creature — Human Wizard,uncommon,U,U,"When this creature enters, you may search your library for an instant or sorcery card with mana value 1, reveal it, put it into your hand, then shuffle.",3,3,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/158/micromancer?utm_source=api
159,Mocking Sprite,{2}{U},3.0,Creature — Faerie Rogue,common,U,U,"Flying
Instant and sorcery spells you cast cost {1} less to cast.",2,1,,Flying,Foundations,2024-11-15,https://scryfall.com/card/fdn/159/mocking-sprite?utm_source=api
160,An Offer You Can't Refuse,{U},1.0,Instant,uncommon,U,U,"Counter target noncreature spell. Its controller creates two Treasure tokens. (They're artifacts with ""{T}, Sacrifice this token: Add one mana of any color."")",,,,Treasure,Foundations,2024-11-15,https://scryfall.com/card/fdn/160/an-offer-you-cant-refuse?utm_source=api
161,Omniscience,{7}{U}{U}{U},10.0,Enchantment,mythic,U,U,You may cast spells from your hand without paying their mana costs.,,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/161/omniscience?utm_source=api
162,Run Away Together,{1}{U},2.0,Instant,common,U,U,Choose two target creatures controlled by different players. Return those creatures to their owners' hands.,,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/162/run-away-together?utm_source=api
163,Self-Reflection,{4}{U}{U},6.0,Sorcery,uncommon,U,U,"Create a token that's a copy of target creature you control.
Flashback {3}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,Flashback,Foundations,2024-11-15,https://scryfall.com/card/fdn/163/self-reflection?utm_source=api
164,Spectral Sailor,{U},1.0,Creature — Spirit Pirate,uncommon,U,U,"Flash (You may cast this spell any time you could cast an instant.)
Flying
{3}{U}: Draw a card.",1,1,,"Flying, Flash",Foundations,2024-11-15,https://scryfall.com/card/fdn/164/spectral-sailor?utm_source=api
165,Think Twice,{1}{U},2.0,Instant,common,U,U,"Draw a card.
Flashback {2}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,,Flashback,Foundations,2024-11-15,https://scryfall.com/card/fdn/165/think-twice?utm_source=api
166,Time Stop,{4}{U}{U},6.0,Instant,rare,U,U,"End the turn. (Exile all spells and abilities, including this spell. The player whose turn it is discards down to their maximum hand size. Damage heals and ""this turn"" and ""until end of turn"" effects end.)",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/166/time-stop?utm_source=api
167,Tolarian Terror,{6}{U},7.0,Creature — Serpent,common,U,U,"This spell costs {1} less to cast for each instant and sorcery card in your graveyard.
Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)",5,5,,Ward,Foundations,2024-11-15,https://scryfall.com/card/fdn/167/tolarian-terror?utm_source=api
168,Witness Protection,{U},1.0,Enchantment — Aura,common,U,U,"Enchant creature
Enchanted creature loses all abilities and is a green and white Citizen creature with base power and toughness 1/1 named Legitimate Businessperson. (It loses all other colors, card types, creature types, and names.)",,,,Enchant,Foundations,2024-11-15,https://scryfall.com/card/fdn/168/witness-protection?utm_source=api
169,Bake into a Pie,{2}{B}{B},4.0,Instant,common,B,B,"Destroy target creature. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")",,,,Food,Foundations,2024-11-15,https://scryfall.com/card/fdn/169/bake-into-a-pie?utm_source=api
170,Burglar Rat,{1}{B},2.0,Creature — Rat,common,B,B,"When this creature enters, each opponent discards a card.",1,1,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/170/burglar-rat?utm_source=api
171,Diregraf Ghoul,{B},1.0,Creature — Zombie,uncommon,B,B,This creature enters tapped.,2,2,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/171/diregraf-ghoul?utm_source=api
172,Eaten Alive,{B},1.0,Sorcery,common,B,B,"As an additional cost to cast this spell, sacrifice a creature or pay {3}{B}.
Exile target creature or planeswalker.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/172/eaten-alive?utm_source=api
173,Exsanguinate,{X}{B}{B},2.0,Sorcery,uncommon,B,B,Each opponent loses X life. You gain life equal to the life lost this way.,,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/173/exsanguinate?utm_source=api
174,Fake Your Own Death,{1}{B},2.0,Instant,common,B,B,"Until end of turn, target creature gets +2/+0 and gains ""When this creature dies, return it to the battlefield tapped under its owner's control and you create a Treasure token."" (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",,,,Treasure,Foundations,2024-11-15,https://scryfall.com/card/fdn/174/fake-your-own-death?utm_source=api
175,Hero's Downfall,{1}{B}{B},3.0,Instant,uncommon,B,B,Destroy target creature or planeswalker.,,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/175/heros-downfall?utm_source=api
176,"Liliana, Dreadhorde General",{4}{B}{B},6.0,Legendary Planeswalker — Liliana,mythic,B,B,"Whenever a creature you control dies, draw a card.
+1: Create a 2/2 black Zombie creature token.
−4: Each player sacrifices two creatures of their choice.
−9: Each opponent chooses a permanent they control of each permanent type and sacrifices the rest.",,,6,,Foundations,2024-11-15,https://scryfall.com/card/fdn/176/liliana-dreadhorde-general?utm_source=api
177,Macabre Waltz,{1}{B},2.0,Sorcery,common,B,B,"Return up to two target creature cards from your graveyard to your hand, then discard a card.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/177/macabre-waltz?utm_source=api
178,Marauding Blight-Priest,{2}{B},3.0,Creature — Vampire Cleric,common,B,B,"Whenever you gain life, each opponent loses 1 life.",3,2,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/178/marauding-blight-priest?utm_source=api
179,Painful Quandary,{3}{B}{B},5.0,Enchantment,rare,B,B,"Whenever an opponent casts a spell, that player loses 5 life unless they discard a card.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/179/painful-quandary?utm_source=api
180,Phyrexian Arena,{1}{B}{B},3.0,Enchantment,rare,B,B,"At the beginning of your upkeep, you draw a card and you lose 1 life.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/180/phyrexian-arena?utm_source=api
181,Pilfer,{1}{B},2.0,Sorcery,common,B,B,Target opponent reveals their hand. You choose a nonland card from it. That player discards that card.,,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/181/pilfer?utm_source=api
182,Reassembling Skeleton,{1}{B},2.0,Creature — Skeleton Warrior,uncommon,B,B,{1}{B}: Return this card from your graveyard to the battlefield tapped.,1,1,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/182/reassembling-skeleton?utm_source=api
183,Rise of the Dark Realms,{7}{B}{B},9.0,Sorcery,mythic,B,B,Put all creature cards from all graveyards onto the battlefield under your control.,,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/183/rise-of-the-dark-realms?utm_source=api
184,Rune-Scarred Demon,{5}{B}{B},7.0,Creature — Demon,rare,B,B,"Flying
When this creature enters, search your library for a card, put it into your hand, then shuffle.",6,6,,Flying,Foundations,2024-11-15,https://scryfall.com/card/fdn/184/rune-scarred-demon?utm_source=api
185,Stromkirk Bloodthief,{2}{B},3.0,Creature — Vampire Rogue,uncommon,B,B,"At the beginning of your end step, if an opponent lost life this turn, put a +1/+1 counter on target Vampire you control.",2,2,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/185/stromkirk-bloodthief?utm_source=api
186,Vampire Nighthawk,{1}{B}{B},3.0,Creature — Vampire Shaman,uncommon,B,B,"Flying
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)",2,3,,"Deathtouch, Flying, Lifelink",Foundations,2024-11-15,https://scryfall.com/card/fdn/186/vampire-nighthawk?utm_source=api
187,Zombify,{3}{B},4.0,Sorcery,uncommon,B,B,Return target creature card from your graveyard to the battlefield.,,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/187/zombify?utm_source=api
188,Abrade,{1}{R},2.0,Instant,uncommon,R,R,"Choose one —
• Abrade deals 3 damage to target creature.
• Destroy target artifact.",,,,,Foundations,2024-11-15,https://scryfall.com/card/fdn/188/abrade?utm_source=api
